Index,Season,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Rank_H,Rank_A,Families,Period,Weekend,TemperatureC,DewPoint,RH,LaggedAttendance,RankDiff,GameImp
1406,2017,20,Sunday,2018-02-04,20:20:00,Al-Ittihad,Al-Ahli,0,0,45913,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,2000000,8,2,Yes,Night,No,25.4,16,56.04,4382,6,1
1407,2017,21,Thursday,2018-02-08,20:20:00,Al-Ahli,Al-Faisaly,2,1,9595,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,103900,2,3,Yes,Night,Yes,24.2,20,77.42,32199,1,1
1408,2017,21,Thursday,2018-02-08,20:20:00,Al-Hilal,Al-Nassr,2,2,18968,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,3100000,1,4,Yes,Night,Yes,18,-12.1,11.78,3365,3,1
1409,2017,21,Friday,2018-02-09,15:50:00,Al-Raed,Al-Batin,3,1,3942,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,98200,14,10,Yes,Daytime,Yes,22,1,24.89,2583,4,1
1410,2017,21,Friday,2018-02-09,18:55:00,Ohod,Al-Taawoun,1,0,10041,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,208700,13,5,Yes,Night,Yes,29,-16,4.41,16529,8,1
1411,2017,21,Friday,2018-02-09,20:20:00,Al-Qadisiyah,Al-Ittihad,0,0,4032,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,4000000,12,6,Yes,Night,Yes,14,-6,24.51,498,6,1
1412,2017,21,Saturday,2018-02-10,18:15:00,Al-Fateh,Al-Shabab,1,0,1239,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,414900,9,8,Yes,Night,Yes,16,-12,13.48,1071,1,1
1413,2017,21,Saturday,2018-02-10,20:20:00,Al-Ettifaq,Al-Fayha,1,1,3230,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,70800,11,7,Yes,Night,Yes,17,-2,27.29,2768,4,1
1414,2017,22,Thursday,2018-02-15,18:40:00,Al-Taawoun,Al-Qadisiyah,1,1,2250,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,91700,5,12,Yes,Night,Yes,27,9,32.21,3042,7,1
1415,2017,22,Thursday,2018-02-15,20:30:00,Al-Nassr,Al-Batin,0,3,3626,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,98200,3,11,Yes,Night,Yes,22,7,37.92,2685,8,1
1416,2017,22,Friday,2018-02-16,15:55:00,Al-Raed,Al-Ettifaq,0,1,5039,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226500,14,11,Yes,Daytime,Yes,30,9,27.06,3942,3,1
1417,2017,22,Friday,2018-02-16,18:35:00,Al-Fayha,Al-Ahli,1,1,1590,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,2000000,6,2,Yes,Night,Yes,21,2,28.42,486,4,1
1418,2017,22,Friday,2018-02-16,20:30:00,Al-Shabab,Al-Hilal,1,2,9511,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,9600000,8,1,Yes,Night,Yes,21.8,6.6,37.35,587,7,1
1419,2017,22,Saturday,2018-02-17,18:35:00,Al-Faisaly,Ohod,2,0,1040,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,79700,4,13,Yes,Night,Yes,22,1,24.89,852,9,1
1420,2017,22,Saturday,2018-02-17,20:30:00,Al-Ittihad,Al-Fateh,0,0,11272,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,161100,7,9,Yes,Night,Yes,24.2,16,60.21,45913,2,1
1421,2017,16,Wednesday,2018-02-21,20:20:00,Al-Qadisiyah,Al-Ettifaq,1,2,2523,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,91700,226500,12,10,Yes,Night,No,19,10,55.91,4032,2,1
1422,2017,23,Thursday,2018-03-01,18:25:00,Al-Fateh,Al-Fayha,3,2,1831,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,70800,8,6,Yes,Night,Yes,20,13,64.07,1239,2,1
1423,2017,23,Thursday,2018-03-01,20:30:00,Al-Ahli,Al-Taawoun,5,1,29321,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,208700,2,5,Yes,Night,Yes,23.4,13,52.05,9595,3,1
1424,2017,23,Thursday,2018-03-01,20:30:00,Al-Shabab,Al-Ittihad,3,0,3965,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,4000000,9,7,Yes,Night,Yes,16,13,82.39,9511,2,1
1425,2017,23,Friday,2018-03-02,18:25:00,Al-Ettifaq,Ohod,3,2,3504,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,79700,10,12,Yes,Night,Yes,17,11,67.77,3230,2,1
1426,2017,23,Friday,2018-03-02,18:40:00,Al-Batin,Al-Qadisiyah,3,4,2721,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,91700,11,13,Yes,Night,Yes,17.5,6,46.8,6000,2,1
1427,2017,23,Friday,2018-03-02,20:30:00,Al-Hilal,Al-Faisaly,1,0,22483,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,103900,1,4,Yes,Night,Yes,21,8,43.17,18968,3,1
1428,2017,23,Saturday,2018-03-03,18:35:00,Al-Nassr,Al-Raed,4,3,3148,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,149200,3,14,Yes,Night,Yes,23,8,38.21,3626,11,1
1429,2017,18,Monday,2018-03-05,20:30:00,Al-Ittihad,Al-Taawoun,2,5,13744,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,208700,7,5,Yes,Night,No,25.8,20,70.37,11272,2,1
1430,2017,18,Tuesday,2018-03-06,18:25:00,Al-Ettifaq,Al-Faisaly,0,0,1618,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,103900,9,3,Yes,Night,No,33,13,29.76,3504,6,1
1431,2017,18,Tuesday,2018-03-06,18:25:00,Al-Fateh,Al-Batin,5,2,2171,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,98200,8,11,Yes,Night,No,24,5,29.27,1831,3,1
1432,2017,18,Tuesday,2018-03-06,19:10:00,Ohod,Al-Fayha,2,3,3336,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,70800,13,6,Yes,Night,No,31,-10,6.39,10041,7,1
1433,2017,18,Wednesday,2018-03-07,20:30:00,Al-Nassr,Al-Shabab,1,0,4922,King Fahad International Stadium,46.839236,24.788206,67000,3100000,414900,4,10,Yes,Night,No,29,-4,11.37,3148,6,1
1434,2017,24,Friday,2018-03-09,19:10:00,Ohod,Al-Raed,1,3,2322,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,149200,13,14,Yes,Night,Yes,33,-7,7.21,3336,1,1
1435,2017,24,Friday,2018-03-09,20:30:00,Al-Ettifaq,Al-Hilal,2,1,14618,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,9600000,9,1,Yes,Night,Yes,22,11,49.67,1618,8,1
1436,2017,24,Friday,2018-03-09,20:30:00,Al-Qadisiyah,Al-Ahli,0,1,4012,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,2000000,12,2,Yes,Night,Yes,23,17,68.97,2523,10,1
1437,2017,24,Saturday,2018-03-10,18:45:00,Al-Faisaly,Al-Fateh,0,2,1022,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,4,5,Yes,Night,Yes,24,0,20.51,1040,1,1
1438,2017,24,Saturday,2018-03-10,18:50:00,Al-Taawoun,Al-Batin,1,2,3023,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,98200,6,11,Yes,Night,Yes,28,5,23.1,2250,5,1
1439,2017,24,Saturday,2018-03-10,20:30:00,Al-Shabab,Al-Fayha,0,0,1440,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,70800,10,7,Yes,Night,Yes,32,0,12.87,3965,3,1
1440,2017,24,Saturday,2018-03-10,20:45:00,Al-Ittihad,Al-Nassr,1,3,16158,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,3100000,8,3,Yes,Night,Yes,26.2,19,64.59,13744,5,1
1441,2017,18,Friday,2018-03-16,18:30:00,Al-Qadisiyah,Al-Hilal,0,1,8443,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,9600000,12,1,Yes,Night,Yes,26,13,44.56,4012,11,1
1442,2017,18,Friday,2018-03-16,20:30:00,Al-Raed,Al-Ahli,0,3,5739,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,14,2,Yes,Night,Yes,29,7,25.02,5039,12,1
1443,2017,25,Friday,2018-04-06,20:40:00,Al-Qadisiyah,Ohod,4,1,895,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,79700,12,14,Yes,Night,Yes,25,15,53.83,8443,2,1
1444,2017,25,Friday,2018-04-06,20:40:00,Al-Ittihad,Al-Ettifaq,4,2,14086,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,226500,10,6,Yes,Night,Yes,28.2,18,53.95,16158,4,1
1445,2017,25,Friday,2018-04-06,20:40:00,Al-Taawoun,Al-Shabab,2,1,1238,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,414900,8,9,Yes,Night,Yes,20,20,100,3023,1,1
1446,2017,25,Friday,2018-04-06,20:40:00,Al-Fayha,Al-Raed,3,3,941,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,149200,7,13,Yes,Night,Yes,19,17,88.19,1590,6,1
1447,2017,25,Saturday,2018-04-07,18:40:00,Al-Fateh,Al-Nassr,1,1,3404,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,3100000,4,3,Yes,Night,Yes,27,12,39.34,2171,1,1
1448,2017,25,Saturday,2018-04-07,19:00:00,Al-Batin,Al-Faisaly,3,1,874,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,103900,11,5,Yes,Night,Yes,24,11,44.01,2721,6,1
1449,2017,25,Saturday,2018-04-07,20:40:00,Al-Ahli,Al-Hilal,0,0,43794,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,9600000,2,1,Yes,Night,Yes,28.6,16,46.44,29321,1,1
1450,2017,26,Thursday,2018-04-12,18:40:00,Al-Ettifaq,Al-Taawoun,3,2,970,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,208700,9,5,Yes,Night,Yes,25,17,61.16,14618,4,1
1451,2017,26,Thursday,2018-04-12,18:55:00,Al-Nassr,Al-Qadisiyah,2,1,2782,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,91700,3,12,Yes,Night,Yes,32,6,19.67,4922,9,1
1452,2017,26,Thursday,2018-04-12,19:00:00,Al-Faisaly,Al-Shabab,2,2,1333,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,6,10,Yes,Night,Yes,26,6,27.84,1022,4,1
1453,2017,26,Thursday,2018-04-12,19:00:00,Al-Batin,Al-Fayha,1,1,832,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,70800,11,7,Yes,Night,Yes,22,12,53.06,874,4,1
1454,2017,26,Thursday,2018-04-12,19:05:00,Al-Raed,Al-Ittihad,3,1,1864,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,13,8,Yes,Night,Yes,31,10,27.33,5739,5,1
1455,2017,26,Thursday,2018-04-12,20:40:00,Al-Hilal,Al-Fateh,4,1,23206,King Fahad International Stadium,46.839236,24.788206,67000,9600000,161100,1,4,Yes,Night,Yes,27.1,4.7,23.84,22483,3,3
1456,2017,26,Thursday,2018-04-12,20:40:00,Al-Ahli,Ohod,1,0,6778,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,79700,2,14,Yes,Night,Yes,28,19,58.11,43794,12,2
1457,2018,1,Thursday,2018-08-30,18:40:00,Al-Ettifaq,Al-Raed,1,1,2304,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,149200,1,1,Yes,Night,Yes,33,20,46.44,NA,0,1
1458,2018,1,Thursday,2018-08-30,19:05:00,Al-Hazem,Al-Wehda,0,0,1266,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,226600,1,1,Yes,Night,Yes,41,12,18,NA,0,1
1459,2018,1,Thursday,2018-08-30,19:15:00,Ohod,Al-Nassr,1,2,17794,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,3100000,1,1,Yes,Night,Yes,42,11,15.98,NA,0,1
1460,2018,1,Friday,2018-08-31,18:40:00,Al-Qadisiyah,Al-Fateh,0,0,1637,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,161100,1,1,Yes,Night,Yes,34,17,36.39,NA,0,1
1461,2018,1,Friday,2018-08-31,18:55:00,Al-Shabab,Al-Ittihad,1,0,10675,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,4000000,1,1,Yes,Night,Yes,41,-1,7.3,NA,0,1
1462,2018,1,Friday,2018-08-31,18:55:00,Al-Hilal,Al-Fayha,1,0,22076,King Saud University Stadium,46.626176,24.73015,25000,9600000,70800,1,1,Yes,Night,Yes,30.5,0.3,14.32,NA,0,1
1463,2018,1,Friday,2018-08-31,19:00:00,Al-Faisaly,Al-Batin,2,2,1378,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,98200,1,1,Yes,Night,Yes,33,-1,11.31,NA,0,1
1464,2018,1,Saturday,2018-09-01,19:20:00,Al-Ahli,Al-Taawoun,1,1,21970,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,208700,1,1,Yes,Night,Yes,31.8,27,75.8,NA,0,1
1465,2018,2,Thursday,2018-09-13,18:30:00,Al-Fateh,Al-Wehda,0,0,1437,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226600,10,13,Yes,Night,Yes,33,6,18.59,NA,3,1
1466,2018,2,Thursday,2018-09-13,18:30:00,Al-Ettifaq,Al-Batin,3,2,1876,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,98200,7,4,Yes,Night,Yes,33,18,41,2304,3,1
1467,2018,2,Thursday,2018-09-13,18:50:00,Al-Hazem,Al-Taawoun,1,1,1155,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,208700,11,9,Yes,Night,Yes,40,11,17.77,1266,2,1
1468,2018,2,Friday,2018-09-14,18:40:00,Al-Nassr,Al-Faisaly,2,1,12634,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,103900,1,5,Yes,Night,Yes,39,-2,7.55,NA,4,1
1469,2018,2,Friday,2018-09-14,18:45:00,Al-Fayha,Al-Shabab,1,3,1502,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,414900,15,3,Yes,Night,Yes,32,-2,11.12,NA,12,1
1470,2018,2,Friday,2018-09-14,20:30:00,Ohod,Al-Ahli,0,2,18056,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,2000000,14,6,Yes,Night,Yes,42,-10,3.5,17794,8,1
1471,2018,2,Saturday,2018-09-15,18:50:00,Al-Raed,Al-Hilal,1,3,6833,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,9600000,8,2,Yes,Night,Yes,40,9,15.54,NA,6,1
1472,2018,2,Saturday,2018-09-15,20:45:00,Al-Ittihad,Al-Qadisiyah,0,3,23913,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,91700,16,12,Yes,Night,Yes,31.6,27,76.67,NA,4,1
1473,2018,3,Wednesday,2018-09-19,20:20:00,Al-Qadisiyah,Al-Nassr,0,3,9145,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,3100000,4,3,Yes,Night,No,33,26,66.78,1637,1,1
1474,2018,3,Thursday,2018-09-20,18:30:00,Al-Shabab,Al-Fateh,1,1,2552,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,161100,2,9,Yes,Night,Yes,39,-2,7.55,10675,7,1
1475,2018,3,Thursday,2018-09-20,18:45:00,Al-Taawoun,Al-Ittihad,5,3,6246,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,4000000,7,16,Yes,Night,Yes,40,11,17.77,NA,9,1
1476,2018,3,Thursday,2018-09-20,20:45:00,Al-Hilal,Al-Batin,3,1,22078,King Saud University Stadium,46.626176,24.73015,25000,9600000,98200,1,11,Yes,Night,Yes,35.2,0.7,11.31,22076,10,1
1477,2018,3,Friday,2018-09-21,18:15:00,Al-Ettifaq,Al-Fayha,3,0,3123,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,70800,6,14,Yes,Night,Yes,32,17,40.72,1876,8,1
1478,2018,3,Friday,2018-09-21,18:35:00,Al-Faisaly,Ohod,2,0,815,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,79700,12,15,Yes,Night,Yes,30,3,17.88,1378,3,1
1479,2018,3,Friday,2018-09-21,20:35:00,Al-Ahli,Al-Hazem,2,0,41315,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,49700,5,8,Yes,Night,Yes,32.6,24,60.62,21970,3,1
1480,2018,3,Saturday,2018-09-22,19:00:00,Al-Wehda,Al-Raed,4,1,17235,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,149200,10,13,Yes,Night,Yes,32,17,40.72,NA,3,1
1481,2018,4,Monday,2018-09-24,18:10:00,Al-Fateh,Al-Hilal,2,3,9050,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,9600000,11,1,Yes,Night,No,40,5,11.82,1437,10,1
1482,2018,4,Monday,2018-09-24,20:10:00,Al-Nassr,Al-Taawoun,1,0,15631,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,208700,2,7,Yes,Night,No,38,2,10.65,12634,5,1
1483,2018,4,Wednesday,2018-09-26,20:35:00,Al-Ittihad,Al-Wehda,2,2,35504,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,226600,16,6,Yes,Night,No,33.6,16,34.92,23913,10,1
1484,2018,4,Thursday,2018-09-27,18:10:00,Al-Ettifaq,Ohod,0,0,4200,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,79700,4,15,Yes,Night,Yes,30,20,55.08,3123,11,1
1485,2018,4,Thursday,2018-09-27,18:35:00,Al-Hazem,Al-Faisaly,2,1,1100,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,103900,8,9,Yes,Night,Yes,39,11,18.75,1155,1,1
1486,2018,4,Friday,2018-09-28,18:30:00,Al-Fayha,Al-Qadisiyah,4,2,3020,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,91700,12,10,Yes,Night,Yes,31,-4,10.14,1502,2,1
1487,2018,4,Friday,2018-09-28,18:35:00,Al-Raed,Al-Shabab,1,1,2891,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,414900,13,5,Yes,Night,Yes,38,7,15.11,6833,8,1
1488,2018,4,Saturday,2018-09-29,20:35:00,Al-Ahli,Al-Batin,2,0,13732,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,98200,3,14,Yes,Night,Yes,33,26,66.78,41315,11,1
1489,2018,5,Thursday,2018-10-04,18:05:00,Al-Fateh,Al-Ittihad,2,0,6323,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,4000000,10,15,Yes,Night,Yes,30,-1,13.41,9050,5,1
1490,2018,5,Thursday,2018-10-04,18:20:00,Al-Fayha,Al-Raed,0,3,2106,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,149200,16,13,Yes,Night,Yes,28,-2,13.99,3020,3,1
1491,2018,5,Friday,2018-10-05,18:25:00,Al-Taawoun,Al-Shabab,1,1,2700,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,414900,7,5,Yes,Night,Yes,36,8,18.05,6246,2,1
1492,2018,5,Friday,2018-10-05,18:45:00,Ohod,Al-Batin,0,1,4704,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,98200,14,12,Yes,Night,Yes,38,-19,2.07,18056,2,1
1493,2018,5,Friday,2018-10-05,18:50:00,Al-Ahli,Al-Faisaly,2,0,17466,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,103900,4,8,Yes,Night,Yes,31.3,23,61.44,13732,4,1
1494,2018,5,Friday,2018-10-05,20:40:00,Al-Nassr,Al-Hazem,5,1,10056,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,49700,2,11,Yes,Night,Yes,35,-2,9.4,15631,9,1
1495,2018,5,Saturday,2018-10-06,18:05:00,Al-Qadisiyah,Al-Wehda,0,1,1700,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,226600,9,6,Yes,Night,Yes,29,18,51.5,9145,3,1
1496,2018,6,Thursday,2018-10-18,18:15:00,Al-Hazem,Al-Qadisiyah,2,1,1350,King Abdullah Sport City Stadium,43.9478,26.3789,25000,49700,91700,10,12,Yes,Night,Yes,31,10,27.33,1100,2,1
1497,2018,6,Thursday,2018-10-18,18:35:00,Al-Wehda,Al-Fayha,2,1,5391,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,70800,4,14,Yes,Night,Yes,31,12,31.21,17235,10,1
1498,2018,6,Friday,2018-10-19,18:10:00,Al-Batin,Al-Nassr,0,2,6000,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,3100000,13,1,Yes,Night,Yes,29,15,42.56,NA,12,1
1499,2018,6,Friday,2018-10-19,18:10:00,Al-Faisaly,Al-Taawoun,1,4,1132,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,208700,11,7,Yes,Night,Yes,27,13,42.01,815,4,1
1500,2018,6,Friday,2018-10-19,18:15:00,Al-Raed,Al-Fateh,0,3,7901,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,161100,9,8,Yes,Night,Yes,31,11,29.21,2891,1,1
1501,2018,6,Friday,2018-10-19,20:00:00,Al-Ittihad,Ohod,1,1,33857,Prince Abdullah Al-Faisal Stadium,39.251693,21.446608,18000,4000000,79700,16,15,Yes,Night,Yes,30.2,23,65.42,35504,1,1
1502,2018,6,Saturday,2018-10-20,17:50:00,Al-Ettifaq,Al-Ahli,6,2,7901,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,2000000,3,3,Yes,Night,Yes,26,15,50.73,4200,0,1
1503,2018,6,Saturday,2018-10-20,19:45:00,Al-Shabab,Al-Hilal,0,1,6260,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,9600000,5,1,Yes,Night,Yes,26,15,50.73,2552,4,1
1504,2018,7,Wednesday,2018-10-24,18:05:00,Al-Faisaly,Al-Raed,2,0,1003,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,12,10,Yes,Night,No,27,11,36.82,1132,2,1
1505,2018,7,Thursday,2018-10-25,17:40:00,Al-Ettifaq,Al-Hazem,1,0,4109,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,49700,6,9,Yes,Night,Yes,27,20,65.56,7901,3,1
1506,2018,7,Thursday,2018-10-25,18:30:00,Al-Ahli,Al-Fateh,5,1,7602,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,161100,3,7,Yes,Night,Yes,31,24,66.38,17466,4,1
1507,2018,7,Thursday,2018-10-25,20:30:00,Al-Hilal,Al-Ittihad,3,1,20562,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,4000000,2,16,Yes,Night,Yes,32,7,21.07,22078,14,1
1508,2018,7,Friday,2018-10-26,18:05:00,Al-Shabab,Al-Qadisiyah,2,1,1235,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,91700,8,11,Yes,Night,Yes,31,6,20.82,6260,3,1
1509,2018,7,Friday,2018-10-26,18:10:00,Al-Batin,Al-Taawoun,0,5,4164,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,208700,13,6,Yes,Night,Yes,26,15,50.73,6000,7,1
1510,2018,7,Friday,2018-10-26,18:25:00,Ohod,Al-Wehda,1,3,5248,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,226600,15,4,Yes,Night,Yes,31,12,31.21,4704,11,1
1511,2018,7,Friday,2018-10-26,19:45:00,Al-Fayha,Al-Nassr,1,1,4307,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,70800,3100000,14,1,Yes,Night,Yes,26,6,27.84,2106,13,1
1512,2018,8,Thursday,2018-11-01,17:35:00,Al-Fateh,Al-Fayha,1,2,2512,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,70800,8,13,Yes,Night,Yes,22,12,53.06,6323,5,1
1513,2018,8,Thursday,2018-11-01,18:00:00,Al-Faisaly,Al-Ettifaq,5,1,782,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226500,10,5,Yes,Night,Yes,20,3,32.46,1003,5,1
1514,2018,8,Thursday,2018-11-01,18:00:00,Al-Batin,Al-Hazem,1,0,3861,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,49700,14,9,Yes,Night,Yes,22.6,7,36.57,4164,5,1
1515,2018,8,Thursday,2018-11-01,18:25:00,Al-Wehda,Al-Shabab,0,1,7187,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,414900,4,7,Yes,Night,Yes,31,14,35.56,5391,3,1
1516,2018,8,Thursday,2018-11-01,19:50:00,Al-Ittihad,Al-Raed,1,2,20250,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,149200,16,11,Yes,Night,Yes,25.4,21,76.65,33857,5,1
1517,2018,8,Friday,2018-11-02,17:35:00,Al-Qadisiyah,Al-Hilal,0,2,10420,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,9600000,12,2,Yes,Night,Yes,24,15,57.15,1700,10,1
1518,2018,8,Friday,2018-11-02,18:20:00,Ohod,Al-Taawoun,1,0,4360,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,208700,15,6,Yes,Night,Yes,25,12,44.28,5248,9,1
1519,2018,8,Saturday,2018-11-03,17:55:00,Al-Nassr,Al-Ahli,0,2,20000,King Fahad International Stadium,46.839236,24.788206,67000,3100000,2000000,2,3,Yes,Night,Yes,26,11,39.06,10056,1,1
1520,2018,5,Tuesday,2018-11-06,17:55:00,Al-Hilal,Al-Ettifaq,4,1,10112,King Saud University Stadium,46.626176,24.73015,25000,9600000,226500,1,5,Yes,Night,No,29,16,45.37,20562,4,1
1521,2018,9,Thursday,2018-11-08,17:45:00,Al-Batin,Al-Fateh,2,2,2933,Al-Batin Club Stadium,46.075254,28.448749,6000,98200,161100,13,9,Yes,Night,Yes,19.8,18,89.37,3861,4,1
1522,2018,9,Thursday,2018-11-08,17:50:00,Al-Faisaly,Al-Shabab,0,0,802,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,414900,8,5,Yes,Night,Yes,20,15,72.94,782,3,1
1523,2018,9,Thursday,2018-11-08,18:15:00,Ohod,Al-Hazem,3,3,7139,Prince Mohammed bin Abdul Aziz Stadium,39.543668,24.462513,20000,79700,49700,14,11,Yes,Night,Yes,28,8,28.39,4360,3,1
