Index,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Families,Period,Weekend,PosH,PosA
914,1,Friday,2015-08-21,19:15:00,Al-Taawoun,Al-Ahli,0,0,2953,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,2000000,No,Night,Yes,1,1
915,1,Friday,2015-08-21,21:15:00,Al-Nassr,Hajer,0,0,6173,King Fahad International Stadium,46.839236,24.788206,67000,3100000,21900,No,Night,Yes,1,1
916,1,Saturday,2015-08-22,18:55:00,Al-Qadisiyah,Al-Faisaly,1,0,182,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,103900,No,Night,Yes,1,1
917,1,Saturday,2015-08-22,21:00:00,Al-Shabab,Al-Raed,3,1,895,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,149200,No,Night,Yes,1,1
918,2,Thursday,2015-08-27,18:45:00,Al-Khaleej,Al-Ahli,0,4,3127,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,2000000,No,Night,Yes,13,6
919,2,Thursday,2015-08-27,21:00:00,Al-Raed,Al-Ittihad,0,2,5401,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,No,Night,Yes,12,4
920,2,Friday,2015-08-28,18:45:00,Al-Qadisiyah,Al-Nassr,2,2,8023,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,3100000,No,Night,Yes,5,7
921,2,Friday,2015-08-28,18:45:00,Hajer,Al-Shabab,1,2,684,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,414900,No,Night,Yes,9,1
922,2,Friday,2015-08-28,21:00:00,Al-Faisaly,Al-Taawoun,1,2,232,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,208700,No,Night,Yes,11,8
923,2,Saturday,2015-08-29,18:45:00,Al-Fateh,Al-Hilal,1,2,11688,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,9600000,No,Night,Yes,2,3
924,2,Saturday,2015-08-29,21:00:00,Al-Wehda,Najran,1,1,685,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,31200,No,Night,Yes,14,10
925,3,Thursday,2015-09-17,20:15:00,Al-Shabab,Al-Khaleej,0,0,896,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,78100,No,Night,Yes,1,14
926,3,Friday,2015-09-18,18:45:00,Al-Taawoun,Al-Qadisiyah,5,1,3899,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,91700,No,Night,Yes,5,6
927,3,Friday,2015-09-18,21:00:00,Al-Ahli,Al-Wehda,2,0,29049,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,226600,No,Night,Yes,4,10
928,3,Friday,2015-09-18,21:00:00,Al-Nassr,Najran,2,0,8764,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,31200,No,Night,Yes,8,9
929,3,Saturday,2015-09-19,18:20:00,Al-Fateh,Hajer,1,1,3218,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,21900,No,Night,Yes,7,11
930,3,Saturday,2015-09-19,21:00:00,Al-Ittihad,Al-Faisaly,1,2,30482,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,103900,No,Night,Yes,3,12
931,3,Sunday,2015-09-20,18:35:00,Al-Hilal,Al-Raed,1,0,17574,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,149200,No,Night,No,2,13
932,4,Friday,2015-10-16,17:50:00,Hajer,Al-Khaleej,1,2,320,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,78100,No,Night,Yes,10,13
933,4,Friday,2015-10-16,18:15:00,Al-Raed,Al-Fateh,0,0,3187,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,161100,No,Night,Yes,14,7
934,4,Friday,2015-10-16,20:00:00,Al-Wehda,Al-Faisaly,2,2,486,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,103900,No,Night,Yes,12,9
935,4,Saturday,2015-10-17,17:50:00,Al-Qadisiyah,Al-Ittihad,1,3,6582,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,4000000,No,Night,Yes,8,5
936,4,Saturday,2015-10-17,20:30:00,Najran,Al-Shabab,0,1,443,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,31200,414900,No,Night,Yes,11,4
937,4,Sunday,2015-10-18,20:30:00,Al-Ahli,Al-Nassr,4,2,32453,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,3100000,No,Night,No,2,6
938,4,Sunday,2015-10-25,20:00:00,Al-Hilal,Al-Taawoun,3,1,10230,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,208700,No,Night,No,1,3
939,5,Thursday,2015-10-29,17:40:00,Al-Khaleej,Al-Taawoun,1,1,268,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,208700,No,Night,Yes,9,5
940,5,Thursday,2015-10-29,17:40:00,Al-Qadisiyah,Al-Raed,1,1,200,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,149200,No,Night,Yes,8,14
941,5,Thursday,2015-10-29,18:00:00,Al-Faisaly,Hajer,3,1,161,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,21900,No,Night,Yes,10,11
942,5,Thursday,2015-10-29,20:15:00,Al-Wehda,Al-Nassr,0,2,5471,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,3100000,No,Night,Yes,12,7
943,5,Friday,2015-10-30,17:40:00,Al-Fateh,Al-Shabab,0,0,1312,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,414900,No,Night,Yes,6,3
944,5,Friday,2015-10-30,20:15:00,Najran,Al-Ahli,0,1,2635,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,31200,2000000,No,Night,Yes,13,2
945,5,Friday,2015-10-30,20:30:00,Al-Ittihad,Al-Hilal,4,3,59037,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,9600000,No,Night,Yes,4,1
946,6,Monday,2015-11-02,17:40:00,Hajer,Al-Wehda,1,2,533,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,226600,No,Night,No,11,13
947,6,Monday,2015-11-02,18:00:00,Al-Raed,Al-Khaleej,0,2,3289,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,78100,No,Night,No,12,10
948,6,Monday,2015-11-02,20:15:00,Al-Nassr,Al-Faisaly,0,0,7994,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,103900,No,Night,No,6,7
949,6,Tuesday,2015-11-03,17:40:00,Al-Fateh,Al-Ittihad,1,1,8113,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,4000000,No,Night,No,8,2
950,6,Tuesday,2015-11-03,17:55:00,Al-Hilal,Al-Qadisiyah,1,0,8585,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,91700,No,Night,No,3,9
951,6,Tuesday,2015-11-03,18:00:00,Al-Taawoun,Najran,4,1,3473,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,31200,No,Night,No,5,14
952,6,Tuesday,2015-11-03,20:30:00,Al-Shabab,Al-Ahli,1,1,7169,King Fahad International Stadium,46.839236,24.788206,67000,414900,2000000,No,Night,No,4,1
953,7,Saturday,2015-11-07,17:35:00,Al-Khaleej,Najran,3,1,220,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,31200,No,Night,Yes,8,14
954,8,Friday,2015-11-20,17:30:00,Al-Fateh,Al-Wehda,2,0,1807,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226600,No,Night,Yes,9,10
955,8,Friday,2015-11-20,17:50:00,Al-Faisaly,Al-Raed,2,2,240,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,No,Night,Yes,7,13
956,8,Friday,2015-11-20,20:10:00,Najran,Hajer,2,0,46,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,21900,No,Night,Yes,14,12
957,8,Saturday,2015-11-21,17:30:00,Al-Qadisiyah,Al-Shabab,0,1,272,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,414900,No,Night,Yes,11,4
958,8,Saturday,2015-11-21,17:45:00,Al-Hilal,Al-Khaleej,7,0,5097,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,78100,No,Night,Yes,1,6
959,8,Saturday,2015-11-21,17:55:00,Al-Taawoun,Al-Nassr,3,3,3205,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,3100000,No,Night,Yes,5,6
960,8,Sunday,2015-11-22,20:10:00,Al-Ittihad,Al-Ahli,0,3,46977,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,2000000,No,Night,No,3,2
961,9,Wednesday,2015-11-25,17:30:00,Hajer,Al-Taawoun,1,4,706,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,208700,No,Night,No,13,4
962,9,Wednesday,2015-11-25,20:00:00,Al-Raed,Al-Wehda,1,0,2594,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,226600,No,Night,No,10,12
963,9,Thursday,2015-11-26,17:45:00,Al-Nassr,Al-Fateh,3,1,3686,King Abdullah International Stadium,39.16417,21.76322,60000,3100000,161100,No,Night,Yes,8,7
964,9,Thursday,2015-11-26,20:00:00,Al-Ahli,Al-Faisaly,1,1,18936,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,103900,No,Night,Yes,2,9
965,9,Friday,2015-11-27,17:30:00,Al-Khaleej,Al-Ittihad,2,2,3472,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,4000000,No,Night,Yes,7,3
966,9,Friday,2015-11-27,20:00:00,Al-Shabab,Al-Hilal,0,1,14850,King Fahad International Stadium,46.839236,24.788206,67000,414900,9600000,No,Night,Yes,5,1
967,9,Saturday,2015-11-28,19:40:00,Najran,Al-Qadisiyah,1,1,218,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,91700,No,Night,Yes,13,11
968,10,Thursday,2015-12-03,17:50:00,Al-Raed,Al-Nassr,0,0,8439,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,3100000,No,Night,Yes,10,8
969,10,Thursday,2015-12-03,20:00:00,Al-Ahli,Hajer,1,0,29592,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,21900,No,Night,Yes,2,14
970,10,Thursday,2015-12-03,20:00:00,Al-Wehda,Al-Qadisiyah,1,0,922,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,91700,No,Night,Yes,12,11
971,10,Friday,2015-12-04,17:30:00,Al-Fateh,Al-Taawoun,1,0,2137,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,208700,No,Night,Yes,6,4
972,10,Friday,2015-12-04,17:45:00,Al-Faisaly,Al-Khaleej,1,2,204,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,78100,No,Night,Yes,9,8
973,10,Friday,2015-12-04,20:00:00,Al-Ittihad,Al-Shabab,2,1,22354,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,414900,No,Night,Yes,3,5
974,10,Friday,2015-12-04,20:00:00,Al-Hilal,Najran,2,0,9079,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,31200,No,Night,Yes,1,12
975,11,Wednesday,2015-12-09,18:20:00,Najran,Al-Faisaly,0,1,150,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,103900,No,Night,No,13,9
976,11,Wednesday,2015-12-09,20:00:00,Al-Taawoun,Al-Raed,2,0,4999,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,149200,No,Night,No,3,10
977,11,Thursday,2015-12-10,17:30:00,Al-Khaleej,Al-Nassr,1,1,2288,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,3100000,No,Night,Yes,7,6
978,11,Thursday,2015-12-10,20:00:00,Al-Ittihad,Hajer,5,0,11530,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,21900,No,Night,Yes,4,14
979,11,Thursday,2015-12-10,20:15:00,Al-Hilal,Al-Ahli,1,2,26653,King Fahad International Stadium,46.839236,24.788206,67000,9600000,2000000,No,Night,Yes,1,2
980,11,Friday,2015-12-11,17:30:00,Al-Qadisiyah,Al-Fateh,2,1,445,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,161100,No,Night,Yes,11,7
981,11,Friday,2015-12-11,20:00:00,Al-Wehda,Al-Shabab,2,1,1375,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,414900,No,Night,Yes,13,5
982,12,Monday,2015-12-14,17:30:00,Hajer,Al-Hilal,1,5,6774,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,9600000,No,Night,No,14,1
983,12,Monday,2015-12-14,17:45:00,Al-Shabab,Al-Faisaly,0,1,493,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,103900,No,Night,No,6,9
984,12,Monday,2015-12-14,20:00:00,Al-Nassr,Al-Ittihad,3,0,13728,King Fahad International Stadium,46.839236,24.788206,67000,3100000,4000000,No,Night,No,8,3
985,12,Monday,2015-12-14,20:00:00,Al-Ahli,Al-Raed,3,1,14974,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,149200,No,Night,No,2,10
986,12,Tuesday,2015-12-15,17:30:00,Al-Khaleej,Al-Qadisiyah,0,0,413,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,91700,No,Night,No,6,12
987,12,Tuesday,2015-12-15,17:55:00,Al-Taawoun,Al-Wehda,4,2,7219,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,226600,No,Night,No,4,11
988,12,Tuesday,2015-12-15,20:00:00,Najran,Al-Fateh,1,3,202,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,161100,No,Night,No,13,5
989,13,Saturday,2015-12-19,17:30:00,Al-Qadisiyah,Hajer,1,1,321,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,21900,No,Night,Yes,12,14
990,13,Saturday,2015-12-19,17:50:00,Al-Faisaly,Al-Hilal,0,1,1750,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,9600000,No,Night,Yes,9,2
991,13,Saturday,2015-12-19,20:15:00,Al-Shabab,Al-Nassr,1,0,7871,King Fahad International Stadium,46.839236,24.788206,67000,414900,3100000,No,Night,Yes,8,7
992,13,Sunday,2015-12-20,15:15:00,Al-Raed,Najran,2,3,2892,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,31200,No,Daytime,No,11,13
993,13,Sunday,2015-12-20,17:30:00,Al-Fateh,Al-Ahli,0,2,4625,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,2000000,No,Night,No,5,1
994,13,Sunday,2015-12-20,20:15:00,Al-Wehda,Al-Khaleej,0,0,446,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,78100,No,Night,No,10,7
995,13,Sunday,2015-12-20,20:15:00,Al-Ittihad,Al-Taawoun,4,1,12290,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,208700,No,Night,No,3,4
996,7,Thursday,2015-12-24,20:00:00,Al-Ahli,Al-Qadisiyah,2,0,16413,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,91700,No,Night,Yes,1,11
997,7,Thursday,2015-12-24,20:00:00,Al-Nassr,Al-Hilal,1,2,21716,King Fahad International Stadium,46.839236,24.788206,67000,3100000,9600000,No,Night,Yes,6,2
998,7,Friday,2015-12-25,15:15:00,Al-Faisaly,Al-Fateh,1,2,205,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,No,Daytime,Yes,8,5
999,7,Friday,2015-12-25,17:35:00,Hajer,Al-Raed,1,2,220,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,149200,No,Night,Yes,14,12
1000,7,Friday,2015-12-25,20:00:00,Al-Wehda,Al-Ittihad,0,2,8937,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,4000000,No,Night,Yes,10,4
1001,7,Friday,2015-12-25,20:00:00,Al-Shabab,Al-Taawoun,0,1,574,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,208700,No,Night,Yes,9,3
1002,14,Wednesday,2016-01-27,18:00:00,Hajer,Al-Nassr,0,1,4100,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,3100000,No,Night,No,14,8
1003,14,Wednesday,2016-01-27,20:30:00,Al-Wehda,Al-Hilal,1,3,10939,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,9600000,No,Night,No,10,2
1004,14,Thursday,2016-01-28,15:45:00,Al-Raed,Al-Shabab,0,1,2358,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,414900,No,Daytime,Yes,12,6
1005,14,Thursday,2016-01-28,18:15:00,Al-Faisaly,Al-Qadisiyah,1,0,152,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,91700,No,Night,Yes,9,11
1006,14,Thursday,2016-01-28,20:30:00,Al-Ahli,Al-Taawoun,2,2,23989,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,208700,No,Night,Yes,1,4
1007,14,Friday,2016-01-29,18:00:00,Al-Fateh,Al-Khaleej,0,0,516,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,78100,No,Night,Yes,5,7
1008,14,Friday,2016-01-29,20:30:00,Al-Ittihad,Najran,1,0,21225,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,31200,No,Night,Yes,3,13
1009,15,Thursday,2016-02-04,18:20:00,Al-Nassr,Al-Qadisiyah,0,0,2782,King Fahad International Stadium,46.839236,24.788206,67000,3100000,91700,No,Night,Yes,6,11
1010,15,Thursday,2016-02-04,20:30:00,Al-Ittihad,Al-Raed,6,2,16029,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,149200,No,Night,Yes,3,12
1011,15,Friday,2016-02-05,18:20:00,Al-Hilal,Al-Fateh,3,3,11104,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,161100,No,Night,Yes,1,7
1012,15,Friday,2016-02-05,20:30:00,Al-Ahli,Al-Khaleej,1,1,16282,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,78100,No,Night,Yes,2,8
1013,15,Saturday,2016-02-06,15:55:00,Al-Taawoun,Al-Faisaly,3,1,5666,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,103900,No,Daytime,Yes,4,9
1014,15,Saturday,2016-02-06,18:20:00,Al-Shabab,Hajer,3,1,491,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,21900,No,Night,Yes,5,14
1015,15,Saturday,2016-02-06,18:50:00,Najran,Al-Wehda,2,2,355,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,226600,No,Night,Yes,13,10
1016,16,Wednesday,2016-02-10,18:10:00,Al-Khaleej,Al-Shabab,1,2,473,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,414900,No,Night,No,8,5
1017,16,Wednesday,2016-02-10,20:40:00,Al-Wehda,Al-Ahli,0,1,5720,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,2000000,No,Night,No,10,2
1018,16,Thursday,2016-02-11,18:10:00,Al-Qadisiyah,Al-Taawoun,1,2,335,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,208700,No,Night,Yes,11,4
1019,16,Thursday,2016-02-11,18:35:00,Al-Raed,Al-Hilal,0,1,12324,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,9600000,No,Night,Yes,12,1
1020,16,Thursday,2016-02-11,20:40:00,Najran,Al-Nassr,4,3,6421,King Abdullah International Stadium,39.16417,21.76322,60000,31200,3100000,No,Night,Yes,13,6
1021,16,Friday,2016-02-12,18:10:00,Hajer,Al-Fateh,1,0,2225,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,161100,No,Night,Yes,14,7
1022,16,Saturday,2016-02-13,18:30:00,Al-Faisaly,Al-Ittihad,1,3,1020,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,4000000,No,Night,Yes,9,3
1023,17,Monday,2016-02-15,18:40:00,Al-Taawoun,Al-Hilal,1,0,12507,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,9600000,No,Night,No,4,1
1024,17,Monday,2016-02-15,20:40:00,Al-Nassr,Al-Ahli,1,1,6763,King Fahad International Stadium,46.839236,24.788206,67000,3100000,2000000,No,Night,No,6,2
1025,17,Thursday,2016-02-18,18:30:00,Al-Shabab,Najran,3,2,687,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,31200,No,Night,Yes,5,12
1026,17,Thursday,2016-02-18,20:40:00,Al-Ittihad,Al-Qadisiyah,1,1,34044,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,91700,No,Night,Yes,3,11
1027,17,Saturday,2016-02-20,18:15:00,Al-Khaleej,Hajer,0,1,375,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,21900,No,Night,Yes,8,14
1028,17,Saturday,2016-02-20,18:15:00,Al-Fateh,Al-Raed,1,0,541,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,149200,No,Night,Yes,7,13
1029,17,Saturday,2016-02-20,20:40:00,Al-Faisaly,Al-Wehda,2,1,220,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226600,No,Night,Yes,9,10
1030,18,Thursday,2016-02-25,18:30:00,Al-Shabab,Al-Fateh,1,0,810,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,161100,No,Night,Yes,5,6
1031,18,Thursday,2016-02-25,18:40:00,Al-Taawoun,Al-Khaleej,2,3,3981,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,78100,No,Night,Yes,4,9
1032,18,Friday,2016-02-26,18:20:00,Hajer,Al-Faisaly,0,1,1026,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,103900,No,Night,Yes,14,8
1033,18,Friday,2016-02-26,18:40:00,Al-Raed,Al-Qadisiyah,2,1,2474,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,91700,No,Night,Yes,13,11
1034,18,Friday,2016-02-26,20:40:00,Al-Nassr,Al-Wehda,1,1,3096,King Fahad International Stadium,46.839236,24.788206,67000,3100000,226600,No,Night,Yes,7,10
1035,18,Saturday,2016-02-27,20:20:00,Al-Ahli,Najran,1,2,7144,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,31200,No,Night,Yes,2,12
1036,18,Saturday,2016-02-27,20:45:00,Al-Hilal,Al-Ittihad,0,1,17020,King Fahad International Stadium,46.839236,24.788206,67000,9600000,4000000,No,Night,Yes,1,3
1037,19,Friday,2016-03-04,18:25:00,Al-Khaleej,Al-Raed,1,0,507,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,78100,149200,No,Night,Yes,9,12
1038,19,Friday,2016-03-04,20:45:00,Al-Wehda,Hajer,1,0,1056,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,21900,No,Night,Yes,11,14
1039,19,Friday,2016-03-04,20:45:00,Najran,Al-Taawoun,1,1,293,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,208700,No,Night,Yes,10,4
1040,19,Saturday,2016-03-05,18:45:00,Al-Faisaly,Al-Nassr,2,2,1000,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,3100000,No,Night,Yes,6,7
1041,19,Saturday,2016-03-05,20:45:00,Al-Ittihad,Al-Fateh,0,0,14184,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,161100,No,Night,Yes,3,8
1042,19,Sunday,2016-03-06,18:25:00,Al-Qadisiyah,Al-Hilal,0,0,12050,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,9600000,No,Night,No,13,1
1043,19,Sunday,2016-03-06,20:45:00,Al-Ahli,Al-Shabab,3,1,24101,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,414900,No,Night,No,2,5
1044,20,Thursday,2016-03-10,20:30:00,Al-Hilal,Al-Nassr,2,0,21824,King Fahad International Stadium,46.839236,24.788206,67000,9600000,3100000,No,Night,Yes,2,8
1045,20,Friday,2016-03-11,18:25:00,Al-Qadisiyah,Al-Ahli,0,2,4017,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,91700,2000000,No,Night,Yes,12,1
1046,20,Friday,2016-03-11,19:10:00,Najran,Al-Khaleej,2,3,91,King Abdullah International Reserve Stadium,39.16417,21.76322,500,31200,78100,No,Night,Yes,11,6
1047,20,Friday,2016-03-11,20:45:00,Al-Taawoun,Al-Shabab,4,0,7001,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,414900,No,Night,Yes,4,5
1048,20,Saturday,2016-03-12,18:25:00,Al-Fateh,Al-Faisaly,2,1,632,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,103900,No,Night,Yes,9,7
1049,20,Saturday,2016-03-12,18:50:00,Al-Raed,Hajer,2,1,1474,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,21900,No,Night,Yes,13,14
1050,20,Saturday,2016-03-12,20:45:00,Al-Ittihad,Al-Wehda,0,2,21556,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,226600,No,Night,Yes,3,10
1051,21,Friday,2016-04-01,19:00:00,Al-Raed,Al-Faisaly,5,0,3485,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,103900,No,Night,Yes,12,8
1052,21,Friday,2016-04-01,21:00:00,Al-Nassr,Al-Taawoun,3,2,2633,King Fahad International Stadium,46.839236,24.788206,67000,3100000,208700,No,Night,Yes,9,4
1053,21,Friday,2016-04-01,21:00:00,Al-Wehda,Al-Fateh,1,3,802,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,161100,No,Night,Yes,10,7
1054,21,Saturday,2016-04-02,18:35:00,Al-Khaleej,Al-Hilal,0,3,6714,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,78100,9600000,No,Night,Yes,6,2
1055,21,Saturday,2016-04-02,21:00:00,Al-Ahli,Al-Ittihad,4,2,31035,King Abdullah International Stadium,39.16417,21.76322,60000,2000000,4000000,No,Night,Yes,1,3
1056,21,Sunday,2016-04-03,18:35:00,Hajer,Najran,1,2,281,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,21900,31200,No,Night,No,14,11
1057,21,Sunday,2016-04-03,21:00:00,Al-Shabab,Al-Qadisiyah,0,2,392,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,91700,No,Night,No,5,13
1058,22,Thursday,2016-04-07,21:00:00,Al-Wehda,Al-Raed,3,1,759,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,226600,149200,No,Night,Yes,10,12
1059,22,Friday,2016-04-08,18:40:00,Al-Qadisiyah,Najran,4,2,1200,Prince Saud Bin Jalawi Sport City Stadium,50.2052,26.3699,21100,91700,31200,No,Night,Yes,13,11
1060,22,Friday,2016-04-08,21:00:00,Al-Taawoun,Hajer,4,0,6734,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,21900,No,Night,Yes,4,14
