Index,Week,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue,Longitude,Latitude,Capacity,H_Followers,A_Followers,Families,Period,Weekend,PosH,PosA
587,6,Friday,2013-10-05,20:05:00,Al-Ettifaq,Al-Shabab,0,1,1229,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,414900,No,Night,Yes,12,6
588,6,Friday,2013-10-05,20:05:00,Al-Orobah,Al-Nassr,0,0,4080,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,3100000,No,Night,Yes,10,2
589,7,Saturday,2013-10-25,19:45:00,Al-Taawoun,Al-Hilal,1,2,8773,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,9600000,No,Night,Yes,8,2
590,7,Monday,2013-10-25,19:45:00,Al-Shabab,Najran,5,1,893,King Fahad International Stadium,46.839236,24.788206,67000,414900,31200,No,Night,No,4,3
591,7,Monday,2013-10-25,19:45:00,Al-Faisaly,Al-Ittihad,3,0,1020,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,4000000,No,Night,No,11,6
592,7,Monday,2013-10-25,19:45:00,Al-Ahli,Al-Shoulla,5,2,7484,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,20600,No,Night,No,5,14
593,7,Friday,2013-10-26,19:45:00,Al-Raed,Al-Orobah,1,1,1240,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,28000,No,Night,Yes,9,10
594,7,Friday,2013-10-26,19:45:00,Al-Nassr,Al-Fateh,1,0,4685,King Fahad International Stadium,46.839236,24.788206,67000,3100000,161100,No,Night,Yes,1,7
595,7,Friday,2013-10-26,19:45:00,Al-Ettifaq,Al-Nahda,2,1,370,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,13100,No,Night,Yes,12,13
596,8,Friday,2013-10-31,19:40:00,Al-Ahli,Al-Raed,0,0,8470,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,149200,No,Night,Yes,4,10
597,8,Saturday,2013-11-01,19:40:00,Najran,Al-Orobah,2,0,242,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,28000,No,Night,Yes,5,12
598,8,Thursday,2013-11-01,19:40:00,Al-Nahda,Al-Taawoun,0,2,81,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,208700,No,Night,Yes,13,8
599,8,Thursday,2013-11-01,19:40:00,Al-Ittihad,Al-Ettifaq,1,1,2820,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,226500,No,Night,Yes,6,11
600,8,Friday,2013-11-01,19:40:00,Al-Hilal,Al-Shabab,4,1,17295,King Fahad International Stadium,46.839236,24.788206,67000,9600000,414900,No,Night,Yes,2,3
601,8,Sunday,2013-11-02,19:40:00,Al-Shoulla,Al-Fateh,2,2,199,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,161100,No,Night,No,14,7
602,8,Sunday,2013-11-02,19:40:00,Al-Faisaly,Al-Nassr,0,2,2277,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,3100000,No,Night,No,9,1
603,9,Sunday,2013-11-06,15:30:00,Al-Orobah,Al-Shoulla,2,2,1124,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,20600,No,Daytime,No,12,13
604,9,Sunday,2013-11-06,19:45:00,Najran,Al-Hilal,0,1,3543,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,9600000,No,Night,No,3,2
605,9,Friday,2013-11-06,19:45:00,Al-Raed,Al-Faisaly,1,0,717,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,103900,No,Night,Yes,9,11
606,9,Friday,2013-11-06,19:45:00,Al-Nassr,Al-Ettifaq,2,2,10185,King Fahad International Stadium,46.839236,24.788206,67000,3100000,226500,No,Night,Yes,1,10
607,9,Friday,2013-11-07,19:45:00,Al-Taawoun,Al-Shabab,3,3,650,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,414900,No,Night,Yes,6,5
608,9,Saturday,2013-11-07,19:45:00,Al-Nahda,Al-Ittihad,4,4,4435,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,4000000,No,Night,Yes,14,7
609,9,Saturday,2013-11-07,19:45:00,Al-Fateh,Al-Ahli,0,3,3403,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,2000000,No,Night,Yes,8,4
610,10,Thursday,2013-11-24,19:35:00,Al-Shabab,Al-Nahda,6,0,576,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,13100,No,Night,Yes,4,14
611,10,Thursday,2013-11-24,19:35:00,Al-Fateh,Najran,5,2,527,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,31200,No,Night,Yes,9,5
612,10,Friday,2013-11-24,19:35:00,Al-Ettifaq,Al-Orobah,0,0,1089,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,28000,No,Night,Yes,10,12
613,10,Friday,2013-11-24,19:35:00,Al-Ahli,Al-Taawoun,1,2,5470,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,208700,No,Night,Yes,3,6
614,10,Sunday,2013-11-25,19:35:00,Al-Raed,Al-Ittihad,1,4,743,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,4000000,No,Night,No,8,7
615,10,Sunday,2013-11-25,19:35:00,Al-Hilal,Al-Nassr,1,2,40193,King Fahad International Stadium,46.839236,24.788206,67000,9600000,3100000,No,Night,No,1,2
616,10,Thursday,2013-11-25,19:35:00,Al-Faisaly,Al-Shoulla,2,0,350,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,20600,No,Night,Yes,11,13
617,11,Friday,2013-11-28,19:35:00,Al-Shabab,Al-Ahli,1,0,5890,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,2000000,No,Night,Yes,3,4
618,11,Friday,2013-11-29,15:25:00,Al-Orobah,Al-Nahda,1,1,2720,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,13100,No,Daytime,Yes,12,14
619,11,Friday,2013-11-29,15:30:00,Najran,Al-Faisaly,1,0,519,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,103900,No,Daytime,Yes,7,10
620,11,Saturday,2013-11-29,19:35:00,Al-Ittihad,Al-Nassr,0,3,20859,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,3100000,No,Night,Yes,6,1
621,11,Saturday,2013-11-30,15:15:00,Al-Taawoun,Al-Raed,2,1,3662,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,149200,No,Daytime,Yes,5,9
622,11,Saturday,2013-11-30,19:35:00,Al-Shoulla,Al-Hilal,2,2,4248,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,9600000,No,Night,Yes,13,2
623,11,Saturday,2013-11-30,19:35:00,Al-Ettifaq,Al-Fateh,2,0,447,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,161100,No,Night,Yes,11,8
624,12,Saturday,2013-12-06,14:55:00,Al-Fateh,Al-Raed,2,2,584,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,149200,No,Daytime,Yes,9,10
625,12,Wednesday,2013-12-06,15:20:00,Al-Taawoun,Al-Orobah,0,1,932,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,28000,No,Daytime,No,4,12
626,12,Wednesday,2013-12-06,19:35:00,Al-Nahda,Al-Hilal,1,2,5555,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,9600000,No,Night,No,14,2
627,12,Wednesday,2013-12-07,15:10:00,Al-Shoulla,Al-Ittihad,2,1,1210,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,4000000,No,Daytime,No,13,7
628,12,Thursday,2013-12-07,15:10:00,Al-Faisaly,Al-Ettifaq,0,3,200,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,226500,No,Daytime,Yes,11,8
629,12,Thursday,2013-12-07,19:35:00,Al-Nassr,Al-Shabab,3,2,13772,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,414900,No,Night,Yes,1,3
630,12,Thursday,2013-12-07,19:35:00,Al-Ahli,Najran,3,2,2635,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,31200,No,Night,Yes,6,5
631,13,Thursday,2013-12-13,15:10:00,Al-Nassr,Al-Taawoun,2,1,15000,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,3100000,208700,No,Daytime,Yes,1,5
632,13,Monday,2013-12-13,15:15:00,Al-Raed,Al-Shoulla,0,1,423,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,20600,No,Daytime,No,11,13
633,13,Thursday,2013-12-13,15:25:00,Al-Orobah,Al-Shabab,1,1,2819,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,414900,No,Daytime,Yes,10,3
634,13,Friday,2013-12-13,19:35:00,Al-Ettifaq,Al-Ahli,2,0,3652,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,2000000,No,Night,Yes,7,4
635,13,Tuesday,2013-12-14,15:10:00,Al-Hilal,Al-Fateh,2,0,7736,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,161100,No,Daytime,No,2,9
636,13,Tuesday,2013-12-14,19:35:00,Al-Nahda,Al-Faisaly,0,0,42,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,103900,No,Night,No,14,12
637,13,Tuesday,2013-12-14,19:35:00,Al-Ittihad,Najran,3,2,613,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,31200,No,Night,No,8,6
638,14,Thursday,2013-12-19,19:45:00,Najran,Al-Nassr,2,3,2250,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,3100000,No,Night,Yes,8,1
639,14,Thursday,2013-12-19,19:45:00,Al-Ettifaq,Al-Raed,0,1,553,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,149200,No,Night,Yes,5,11
640,14,Saturday,2013-12-19,19:45:00,Al-Ahli,Al-Faisaly,1,1,3608,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,103900,No,Night,Yes,4,12
641,14,Sunday,2013-12-20,15:10:00,Al-Shoulla,Al-Nahda,0,0,306,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,13100,No,Daytime,No,13,14
642,14,Sunday,2013-12-20,15:20:00,Al-Taawoun,Al-Fateh,1,0,462,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,161100,No,Daytime,No,6,9
643,14,Wednesday,2013-12-20,15:25:00,Al-Orobah,Al-Hilal,2,3,4200,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,9600000,No,Daytime,No,10,2
644,14,Wednesday,2013-12-20,19:45:00,Al-Ittihad,Al-Shabab,1,1,5449,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,414900,No,Night,No,7,3
645,15,Thursday,2013-12-27,15:15:00,Al-Shabab,Al-Shoulla,1,3,845,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,20600,No,Daytime,Yes,3,13
646,15,Thursday,2013-12-27,15:20:00,Al-Faisaly,Al-Taawoun,0,0,282,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,208700,No,Daytime,Yes,12,4
647,15,Thursday,2013-12-27,19:50:00,Al-Nahda,Al-Fateh,1,2,327,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,161100,No,Night,Yes,14,10
648,15,Friday,2013-12-28,15:15:00,Al-Hilal,Al-Ettifaq,5,1,8840,King Fahad International Stadium,46.839236,24.788206,67000,9600000,226500,No,Daytime,Yes,2,6
649,15,Friday,2013-12-28,15:25:00,Al-Raed,Najran,1,0,362,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,31200,No,Daytime,Yes,9,8
650,15,Thursday,2013-12-28,19:50:00,Al-Ittihad,Al-Orobah,0,0,973,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,28000,No,Night,Yes,7,11
651,15,Thursday,2013-12-29,19:50:00,Al-Nassr,Al-Ahli,3,1,12653,King Fahad International Stadium,46.839236,24.788206,67000,3100000,2000000,No,Night,Yes,1,5
652,16,Thursday,2014-01-02,15:05:00,Al-Fateh,Al-Ittihad,1,1,3189,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,4000000,No,Daytime,Yes,10,6
653,16,Friday,2014-01-02,19:55:00,Al-Raed,Al-Shabab,0,0,363,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,414900,No,Night,Yes,7,3
654,16,Friday,2014-01-02,19:55:00,Al-Hilal,Al-Faisaly,2,1,7519,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,103900,No,Night,Yes,2,12
655,16,Friday,2014-01-03,15:20:00,Al-Shoulla,Al-Ettifaq,4,0,400,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,226500,No,Daytime,Yes,13,8
656,16,Saturday,2014-01-03,15:30:00,Al-Taawoun,Najran,2,0,365,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,31200,No,Daytime,Yes,4,9
657,16,Monday,2014-01-03,15:35:00,Al-Orobah,Al-Ahli,0,4,3865,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,2000000,No,Daytime,No,11,5
658,16,Monday,2014-01-03,20:00:00,Al-Nahda,Al-Nassr,1,4,10636,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,3100000,No,Night,No,14,1
659,17,Thursday,2014-01-09,15:45:00,Najran,Al-Shoulla,0,1,751,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,20600,No,Daytime,Yes,10,11
660,17,Thursday,2014-01-09,20:00:00,Al-Ittihad,Al-Hilal,2,2,24177,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,9600000,No,Night,Yes,6,2
661,17,Thursday,2014-01-09,20:00:00,Al-Ettifaq,Al-Taawoun,3,3,149,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,208700,No,Night,Yes,8,3
662,17,Friday,2014-01-10,15:05:00,Al-Fateh,Al-Shabab,2,1,1828,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,414900,No,Daytime,Yes,9,4
663,17,Friday,2014-01-10,15:25:00,Al-Nassr,Al-Raed,3,0,15623,King Fahad International Stadium,46.839236,24.788206,67000,3100000,149200,No,Daytime,Yes,1,7
664,17,Friday,2014-01-10,15:30:00,Al-Faisaly,Al-Orobah,1,1,120,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,28000,No,Daytime,Yes,13,12
665,17,Sunday,2014-01-10,20:00:00,Al-Ahli,Al-Nahda,3,1,6442,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,13100,No,Night,No,5,14
666,18,Wednesday,2014-01-16,15:30:00,Al-Shoulla,Al-Nassr,0,3,3097,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,3100000,No,Daytime,No,8,1
667,18,Wednesday,2014-01-16,15:40:00,Al-Taawoun,Al-Ittihad,1,1,2448,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,4000000,No,Daytime,No,3,6
668,18,Wednesday,2014-01-16,20:05:00,Al-Hilal,Al-Ahli,1,0,21391,King Fahad International Stadium,46.839236,24.788206,67000,9600000,2000000,No,Night,No,2,4
669,18,Wednesday,2014-01-16,20:05:00,Al-Ettifaq,Najran,0,0,270,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,31200,No,Night,No,10,11
670,18,Thursday,2014-01-17,15:30:00,Al-Shabab,Al-Faisaly,4,3,687,King Fahad International Stadium,46.839236,24.788206,67000,414900,103900,No,Daytime,Yes,5,13
671,18,Thursday,2014-01-17,15:45:00,Al-Orobah,Al-Fateh,2,1,1904,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,161100,No,Daytime,Yes,12,7
672,18,Thursday,2014-01-17,20:05:00,Al-Nahda,Al-Raed,1,0,103,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,149200,No,Night,Yes,14,9
673,19,Wednesday,2014-01-24,15:35:00,Al-Shabab,Al-Ettifaq,0,0,973,King Fahad International Stadium,46.839236,24.788206,67000,414900,226500,No,Daytime,No,4,7
674,19,Wednesday,2014-01-24,15:40:00,Al-Faisaly,Al-Fateh,2,1,316,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,161100,No,Daytime,No,13,8
675,19,Wednesday,2014-01-24,15:45:00,Al-Taawoun,Al-Shoulla,0,1,2763,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,20600,No,Daytime,No,3,9
676,19,Wednesday,2014-01-24,20:10:00,Al-Ahli,Al-Ittihad,2,1,31211,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,4000000,No,Night,No,5,6
677,19,Thursday,2014-01-25,15:45:00,Al-Raed,Al-Hilal,0,1,5309,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,9600000,No,Daytime,Yes,10,2
678,19,Thursday,2014-01-25,15:50:00,Najran,Al-Nahda,5,1,611,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,13100,No,Daytime,Yes,11,14
679,19,Monday,2014-01-25,20:10:00,Al-Nassr,Al-Orobah,2,1,10270,King Fahad International Stadium,46.839236,24.788206,67000,3100000,28000,No,Night,No,1,12
680,20,Monday,2014-01-28,20:15:00,Al-Hilal,Al-Taawoun,1,0,5670,King Fahad International Stadium,46.839236,24.788206,67000,9600000,208700,No,Night,No,2,5
681,20,Wednesday,2014-01-28,20:15:00,Al-Fateh,Al-Nassr,1,2,10150,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,3100000,No,Night,No,10,1
682,20,Wednesday,2014-01-30,15:40:00,Al-Shoulla,Al-Ahli,1,1,1116,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,2000000,No,Daytime,No,6,3
683,20,Wednesday,2014-01-30,20:15:00,Najran,Al-Shabab,1,1,986,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,414900,No,Night,No,8,4
684,20,Thursday,2014-01-30,20:15:00,Al-Nahda,Al-Ettifaq,2,0,456,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,226500,No,Night,Yes,14,9
685,20,Thursday,2014-01-30,20:15:00,Al-Orobah,Al-Raed,0,0,2617,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,149200,No,Night,Yes,12,11
686,20,Friday,2014-01-31,20:15:00,Al-Ittihad,Al-Faisaly,1,2,3518,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,103900,No,Night,Yes,7,13
687,21,Saturday,2014-02-06,20:20:00,Al-Shabab,Al-Hilal,1,0,12435,King Fahad International Stadium,46.839236,24.788206,67000,414900,9600000,No,Night,Yes,4,2
688,21,Sunday,2014-02-06,20:20:00,Al-Raed,Al-Ahli,0,1,431,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,2000000,No,Night,No,10,3
689,21,Sunday,2014-02-06,20:20:00,Al-Orobah,Najran,1,1,1472,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,31200,No,Night,No,13,8
690,21,Sunday,2014-02-07,20:20:00,Al-Taawoun,Al-Nahda,4,1,375,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,13100,No,Night,No,5,14
691,21,Sunday,2014-02-07,20:20:00,Al-Nassr,Al-Faisaly,4,0,45808,King Fahad International Stadium,46.839236,24.788206,67000,3100000,103900,No,Night,No,1,12
692,21,Monday,2014-02-07,20:20:00,Al-Fateh,Al-Shoulla,3,1,846,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,20600,No,Night,No,11,6
693,21,Thursday,2014-02-07,20:20:00,Al-Ettifaq,Al-Ittihad,2,5,4239,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,4000000,No,Night,Yes,9,7
694,22,Thursday,2014-02-13,20:25:00,Al-Shoulla,Al-Orobah,1,2,107,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,28000,No,Night,Yes,8,13
695,22,Friday,2014-02-13,20:25:00,Al-Shabab,Al-Taawoun,1,0,982,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,208700,No,Night,Yes,4,5
696,22,Friday,2014-02-13,20:25:00,Al-Hilal,Najran,2,0,3293,King Fahad International Stadium,46.839236,24.788206,67000,9600000,31200,No,Night,Yes,2,9
697,22,Friday,2014-02-13,20:25:00,Al-Faisaly,Al-Raed,3,2,699,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,No,Night,Yes,12,11
698,22,Friday,2014-02-14,20:25:00,Al-Ittihad,Al-Nahda,2,1,4563,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,13100,No,Night,Yes,6,14
699,22,Saturday,2014-02-14,20:25:00,Al-Ettifaq,Al-Nassr,1,2,14132,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,3100000,No,Night,Yes,10,1
700,22,Thursday,2014-02-14,20:25:00,Al-Ahli,Al-Fateh,4,0,0,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,161100,No,Night,Yes,3,7
701,23,Friday,2014-02-21,20:20:00,Najran,Al-Fateh,1,1,713,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,161100,No,Night,Yes,9,7
702,23,Friday,2014-02-21,20:20:00,Al-Nassr,Al-Hilal,3,4,48730,King Fahad International Stadium,46.839236,24.788206,67000,3100000,9600000,No,Night,Yes,1,2
703,23,Friday,2014-02-21,20:20:00,Al-Nahda,Al-Shabab,4,1,235,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,414900,No,Night,Yes,14,4
704,23,Friday,2014-02-21,20:20:00,Al-Ittihad,Al-Raed,1,2,2209,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,149200,No,Night,Yes,6,13
705,23,Friday,2014-02-22,15:55:00,Al-Taawoun,Al-Ahli,1,1,1242,King Abdullah Sport City Stadium,43.9478,26.3789,25000,208700,2000000,No,Daytime,Yes,5,3
706,23,Saturday,2014-02-22,20:20:00,Al-Shoulla,Al-Faisaly,1,1,644,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,103900,No,Night,Yes,11,8
707,23,Saturday,2014-02-22,20:20:00,Al-Orobah,Al-Ettifaq,1,4,3425,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,226500,No,Night,Yes,10,12
708,24,Friday,2014-03-22,20:25:00,Al-Raed,Al-Taawoun,0,0,4058,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,208700,No,Night,Yes,13,5
709,24,Friday,2014-03-22,20:25:00,Al-Nahda,Al-Orobah,2,2,82,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,13100,28000,No,Night,Yes,14,12
710,24,Saturday,2014-03-22,20:25:00,Al-Faisaly,Najran,1,0,138,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,31200,No,Night,Yes,11,8
711,24,Sunday,2014-03-23,20:25:00,Al-Nassr,Al-Ittihad,3,1,21871,King Fahad International Stadium,46.839236,24.788206,67000,3100000,4000000,No,Night,No,1,6
712,24,Sunday,2014-03-23,20:25:00,Al-Hilal,Al-Shoulla,2,0,2859,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,20600,No,Night,No,2,10
713,24,Sunday,2014-03-23,20:25:00,Al-Fateh,Al-Ettifaq,2,0,694,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,226500,No,Night,No,7,9
714,24,Sunday,2014-03-23,20:25:00,Al-Ahli,Al-Shabab,1,1,5722,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,2000000,414900,No,Night,No,3,4
715,25,Thursday,2014-03-28,20:35:00,Najran,Al-Ahli,0,5,634,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,2000000,No,Night,Yes,9,3
716,25,Thursday,2014-03-28,20:35:00,Al-Shabab,Al-Nassr,1,1,15348,King Fahad International Stadium,46.839236,24.788206,67000,414900,3100000,No,Night,Yes,4,1
717,25,Thursday,2014-03-28,20:35:00,Al-Raed,Al-Fateh,2,1,1263,King Abdullah Sport City Stadium,43.9478,26.3789,25000,149200,161100,No,Night,Yes,10,7
718,25,Thursday,2014-03-28,20:35:00,Al-Ittihad,Al-Shoulla,4,1,1607,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,20600,No,Night,Yes,6,11
719,25,Thursday,2014-03-28,20:35:00,Al-Hilal,Al-Nahda,6,0,2589,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,9600000,13100,No,Night,Yes,2,14
720,25,Thursday,2014-03-28,20:35:00,Al-Ettifaq,Al-Faisaly,1,1,1166,Prince Mohamed bin Fahd Stadium,50.1141,26.4272,26000,226500,103900,No,Night,Yes,12,8
721,25,Thursday,2014-03-28,20:35:00,Al-Orobah,Al-Taawoun,0,0,3461,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,208700,No,Night,Yes,13,5
722,26,Saturday,2014-04-06,20:35:00,Najran,Al-Ittihad,2,0,826,Al-Ukhdood Stadium,44.24472,17.59028,2800,31200,4000000,No,Night,Yes,13,6
723,26,Saturday,2014-04-06,20:35:00,Al-Taawoun,Al-Nassr,1,1,52551,King Fahad International Stadium,46.839236,24.788206,67000,208700,3100000,No,Night,Yes,5,1
724,26,Saturday,2014-04-06,20:35:00,Al-Shoulla,Al-Raed,1,1,750,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,149200,No,Night,Yes,12,8
725,26,Saturday,2014-04-06,20:35:00,Al-Shabab,Al-Orobah,1,3,285,Prince Faysal Bin Fahad stadium,46.739745,24.662599,22500,414900,28000,No,Night,Yes,4,11
726,26,Saturday,2014-04-06,20:35:00,Al-Fateh,Al-Hilal,0,1,2519,Prince Abdullah Bin Jalawi Sport City Stadium,49.612778,25.305833,27550,161100,9600000,No,Night,Yes,9,2
727,26,Saturday,2014-04-06,20:35:00,Al-Faisaly,Al-Nahda,2,1,175,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,13100,No,Night,Yes,7,14
728,26,Saturday,2014-04-06,20:35:00,Al-Ahli,Al-Ettifaq,2,1,2364,Prince Mohammed Alabdullah Stadium,39.2188755,21.563392,21000,2000000,226500,No,Night,Yes,3,10
729,2,Friday,2014-08-08,20:45:00,Al-Ittihad,Al-Faisaly,2,1,11499,King Abdul Aziz Sport City Stadium,39.974081,21.485366,38000,4000000,103900,No,Night,Yes,1,1
730,2,Friday,2014-08-08,20:45:00,Al-Hilal,Al-Orobah,4,1,13844,King Fahad International Stadium,46.839236,24.788206,67000,9600000,28000,No,Night,Yes,1,1
731,1,Wednesday,2014-08-13,20:50:00,Al-Ittihad,Al-Fateh,1,0,58896,King Abdullah International Stadium,39.16417,21.76322,60000,4000000,161100,No,Night,No,7,1
732,1,Wednesday,2014-08-13,20:50:00,Al-Shoulla,Al-Hilal,1,3,3864,Al-Shoalah Club Stadium,47.3473497,24.165976,6000,20600,9600000,No,Night,No,1,3
733,1,Friday,2014-08-15,19:40:00,Al-Orobah,Al-Taawoun,4,3,4600,Al Orubah Club Stadium,40.2110362,30.005241,7000,28000,208700,No,Night,Yes,5,1
734,1,Friday,2014-08-15,20:50:00,Al-Faisaly,Al-Raed,1,0,361,King Salman Bin Abdul Aziz Sport City Stadium,45.368019,25.886929,7000,103900,149200,No,Night,Yes,6,1
