Weak,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue
20,Sunday,2018-02-04,15:40:00,Al-Fayha,Al-Qadsiah,2,0,486,Al Majma'ah Sport City
20,Sunday,2018-02-04,18:20:00,Al-Shabab,Al-Raed,0,0,587,Prince Faisal bin Fahd Stadium
20,Sunday,2018-02-04,18:20:00,Al-Batin,Al-Hilal,1,5,6000,Al-Batin FC Stadium
20,Sunday,2018-02-04,20:20:00,Al-Ittihad,Al-Ahli,0,0,45913,King Abdullah Sports City
21,Thursday,2018-02-08,20:20:00,Al-Ahli,Al-Faisaly,2,1,9595,King Abdullah Sports City
21,Thursday,2018-02-08,20:20:00,Al-Hilal,Al-Nassr,2,2,18968,Prince Faisal bin Fahd Fahd Training Pit...
21,Friday,2018-02-09,15:50:00,Al-Raed,Al-Batin,3,1,3942,Prince Abdullah bin Abdul Aziz Stadium
21,Friday,2018-02-09,18:55:00,Ohod,Al-Taawoun,1,0,10041,Prince Mohammed bin Abdul Aziz Stadium
21,Friday,2018-02-09,20:20:00,Al-Qadsiah,Al-Ittihad,0,0,4032,Prince Saud bin Jalawi Stadium
21,Saturday,2018-02-10,18:15:00,Al-Fateh,Al-Shabab,1,0,1239,Prince Abdullah bin Jalawi Stadium
21,Saturday,2018-02-10,20:20:00,Al-Ettifaq,Al-Fayha,1,1,3230,Prince Mohamed bin Fahd Stadium
22,Thursday,2018-02-15,18:40:00,Al-Taawoun,Al-Qadsiah,1,1,2250,Prince Abdullah bin Abdul Aziz Stadium
22,Thursday,2018-02-15,20:30:00,Al-Nassr,Al-Batin,0,3,3626,Prince Faisal bin Fahd Stadium
22,Friday,2018-02-16,15:55:00,Al-Raed,Al-Ettifaq,0,1,5039,Prince Abdullah bin Abdul Aziz Stadium
22,Friday,2018-02-16,18:35:00,Al-Fayha,Al-Ahli,1,1,1590,Al Majma'ah Sport City
22,Friday,2018-02-16,20:30:00,Al-Shabab,Al-Hilal,1,2,9511,Prince Faisal bin Fahd Stadium
22,Saturday,2018-02-17,18:35:00,Al-Faisaly,Ohod,2,0,1040,Al Majma'ah Sport City
22,Saturday,2018-02-17,20:30:00,Al-Ittihad,Al-Fateh,0,0,11272,King Abdullah Sports City Reserve Stadiu...
16,Wednesday,2018-02-21,20:20:00,Al-Qadsiah,Al-Ettifaq,1,2,2523,Prince Abdullah bin Jalawi Stadium
23,Thursday,2018-03-01,18:25:00,Al-Fateh,Al-Fayha,3,2,1831,Prince Abdullah bin Jalawi Stadium
23,Thursday,2018-03-01,20:30:00,Al-Ahli,Al-Taawoun,5,1,29321,King Abdullah Sports City Reserve Stadiu...
23,Thursday,2018-03-01,20:30:00,Al-Shabab,Al-Ittihad,3,0,3965,Prince Faisal bin Fahd Stadium
23,Friday,2018-03-02,18:25:00,Al-Ettifaq,Ohod,3,2,3504,Prince Mohamed bin Fahd Stadium
23,Friday,2018-03-02,18:40:00,Al-Batin,Al-Qadsiah,3,4,2721,Al-Batin FC Stadium
23,Friday,2018-03-02,20:30:00,Al-Hilal,Al-Faisaly,1,0,22483,Prince Faisal bin Fahd Stadium
23,Saturday,2018-03-03,18:35:00,Al-Nassr,Al-Raed,4,3,3148,Prince Faisal bin Fahd Fahd Training Pit...
18,Monday,2018-03-05,20:30:00,Al-Ittihad,Al-Taawoun,2,5,13744,King Abdullah Sports City
18,Tuesday,2018-03-06,18:25:00,Al-Ettifaq,Al-Faisaly,0,0,1618,Prince Mohamed bin Fahd Stadium
18,Tuesday,2018-03-06,18:25:00,Al-Fateh,Al-Batin,5,2,2171,Prince Abdullah bin Jalawi Stadium
18,Tuesday,2018-03-06,19:10:00,Ohod,Al-Fayha,2,3,3336,Prince Mohammed bin Abdul Aziz Stadium
18,Wednesday,2018-03-07,20:30:00,Al-Nassr,Al-Shabab,1,0,4922,King Fahd International Stadium
24,Friday,2018-03-09,19:10:00,Ohod,Al-Raed,1,3,2322,Prince Mohammed bin Abdul Aziz Stadium
24,Friday,2018-03-09,20:30:00,Al-Ettifaq,Al-Hilal,2,1,14618,Prince Mohamed bin Fahd Stadium
24,Friday,2018-03-09,20:30:00,Al-Qadsiah,Al-Ahli,0,1,4012,Prince Saud bin Jalawi Stadium
24,Saturday,2018-03-10,18:45:00,Al-Faisaly,Al-Fateh,0,2,1022,Al Majma'ah Sport City
24,Saturday,2018-03-10,18:50:00,Al-Taawoun,Al-Batin,1,2,3023,Prince Abdullah bin Abdul Aziz Stadium
24,Saturday,2018-03-10,20:30:00,Al-Shabab,Al-Fayha,0,0,1440,Prince Faisal bin Fahd Stadium
24,Saturday,2018-03-10,20:45:00,Al-Ittihad,Al-Nassr,1,3,16158,King Abdullah Sports City
18,Friday,2018-03-16,18:30:00,Al-Qadsiah,Al-Hilal,0,1,8443,Ernst-Happel-Stadion
18,Friday,2018-03-16,20:30:00,Al-Raed,Al-Ahli,0,3,5739,Prince Abdullah bin Abdul Aziz Stadium
25,Friday,2018-04-06,20:40:00,Al-Qadsiah,Ohod,4,1,895,Prince Saud bin Jalawi Stadium
25,Friday,2018-04-06,20:40:00,Al-Ittihad,Al-Ettifaq,4,2,14086,King Abdullah Sports City
25,Friday,2018-04-06,20:40:00,Al-Taawoun,Al-Shabab,2,1,1238,Prince Abdullah bin Abdul Aziz Stadium
25,Friday,2018-04-06,20:40:00,Al-Fayha,Al-Raed,3,3,941,Al Majma'ah Sport City
25,Saturday,2018-04-07,18:40:00,Al-Fateh,Al-Nassr,1,1,3404,Prince Abdullah bin Jalawi Stadium
25,Saturday,2018-04-07,19:00:00,Al-Batin,Al-Faisaly,3,1,874,Al-Batin FC Stadium
25,Saturday,2018-04-07,20:40:00,Al-Ahli,Al-Hilal,0,0,43794,King Abdullah Sports City
26,Thursday,2018-04-12,18:40:00,Al-Ettifaq,Al-Taawoun,3,2,970,Prince Mohamed bin Fahd Stadium
26,Thursday,2018-04-12,18:55:00,Al-Nassr,Al-Qadsiah,2,1,2782,Leadership Development Institute Stadium
26,Thursday,2018-04-12,19:00:00,Al-Faisaly,Al-Shabab,2,2,1333,Al Majma'ah Sport City
26,Thursday,2018-04-12,19:00:00,Al-Batin,Al-Fayha,1,1,832,Al-Batin FC Stadium
26,Thursday,2018-04-12,19:05:00,Al-Raed,Al-Ittihad,3,1,1864,Prince Abdullah bin Abdul Aziz Stadium
26,Thursday,2018-04-12,20:40:00,Al-Hilal,Al-Fateh,4,1,23206,King Fahd International Stadium
26,Thursday,2018-04-12,20:40:00,Al-Ahli,Ohod,1,0,6778,King Abdullah Sports City
1,Thursday,2018-08-30,18:40:00,Al-Ettifaq,Al-Raed,1,1,2304,Prince Mohamed bin Fahd Stadium
1,Thursday,2018-08-30,19:05:00,Al-Hazem,Al-Wehda,0,0,1266,Prince Abdullah bin Abdul Aziz Stadium
1,Thursday,2018-08-30,19:15:00,Ohod,Al-Nassr,1,2,17794,Prince Mohammed bin Abdul Aziz Stadium
1,Friday,2018-08-31,18:40:00,Al-Qadsiah,Al-Fateh,0,0,1637,Prince Saud bin Jalawi Stadium
1,Friday,2018-08-31,18:55:00,Al-Shabab,Al-Ittihad,1,0,10675,Prince Faisal bin Fahd Stadium
1,Friday,2018-08-31,18:55:00,Al-Hilal,Al-Fayha,1,0,22076,King Saud University Stadium
1,Friday,2018-08-31,19:00:00,Al-Faisaly,Al-Batin,2,2,1378,Al Majma'ah Sport City
1,Saturday,2018-09-01,19:20:00,Al-Ahli,Al-Taawoun,1,1,21970,King Abdullah Sports City
2,Thursday,2018-09-13,18:30:00,Al-Fateh,Al-Wehda,0,0,1437,Prince Abdullah bin Jalawi Stadium
2,Thursday,2018-09-13,18:30:00,Al-Ettifaq,Al-Batin,3,2,1876,Prince Mohamed bin Fahd Stadium
2,Thursday,2018-09-13,18:50:00,Al-Hazem,Al-Taawoun,1,1,1155,Prince Abdullah bin Abdul Aziz Stadium
2,Friday,2018-09-14,18:40:00,Al-Nassr,Al-Faisaly,2,1,12634,Prince Faisal bin Fahd Stadium
2,Friday,2018-09-14,18:45:00,Al-Fayha,Al-Shabab,1,3,1502,Al Majma'ah Sport City
2,Friday,2018-09-14,20:30:00,Ohod,Al-Ahli,0,2,18056,Prince Mohammed bin Abdul Aziz Stadium
2,Saturday,2018-09-15,18:50:00,Al-Raed,Al-Hilal,1,3,6833,Prince Abdullah bin Abdul Aziz Stadium
2,Saturday,2018-09-15,20:45:00,Al-Ittihad,Al-Qadsiah,0,3,23913,King Abdullah Sports City
3,Wednesday,2018-09-19,20:20:00,Al-Qadsiah,Al-Nassr,0,3,9145,Prince Saud bin Jalawi Stadium
3,Thursday,2018-09-20,18:30:00,Al-Shabab,Al-Fateh,1,1,2552,Prince Faisal bin Fahd Stadium
3,Thursday,2018-09-20,18:45:00,Al-Taawoun,Al-Ittihad,5,3,6246,Prince Abdullah bin Abdul Aziz Stadium
3,Thursday,2018-09-20,20:45:00,Al-Hilal,Al-Batin,3,1,22078,King Saud University Stadium
3,Friday,2018-09-21,18:15:00,Al-Ettifaq,Al-Fayha,3,0,3123,Prince Mohamed bin Fahd Stadium
3,Friday,2018-09-21,18:35:00,Al-Faisaly,Ohod,2,0,815,Al Majma'ah Sport City
3,Friday,2018-09-21,20:35:00,Al-Ahli,Al-Hazem,2,0,41315,King Abdullah Sports City
3,Saturday,2018-09-22,19:00:00,Al-Wehda,Al-Raed,4,1,17235,King Abdul Aziz Stadium
4,Monday,2018-09-24,18:10:00,Al-Fateh,Al-Hilal,2,3,9050,Prince Abdullah bin Jalawi Stadium
4,Monday,2018-09-24,20:10:00,Al-Nassr,Al-Taawoun,1,0,15631,Prince Faisal bin Fahd Stadium
4,Wednesday,2018-09-26,20:35:00,Al-Ittihad,Al-Wehda,2,2,35504,King Abdullah Sports City
4,Thursday,2018-09-27,18:10:00,Al-Ettifaq,Ohod,0,0,4200,Prince Mohamed bin Fahd Stadium
4,Thursday,2018-09-27,18:35:00,Al-Hazem,Al-Faisaly,2,1,1100,Prince Abdullah bin Abdul Aziz Stadium
4,Friday,2018-09-28,18:30:00,Al-Fayha,Al-Qadsiah,4,2,3020,Al Majma'ah Sport City
4,Friday,2018-09-28,18:35:00,Al-Raed,Al-Shabab,1,1,2891,Prince Abdullah bin Abdul Aziz Stadium
4,Saturday,2018-09-29,20:35:00,Al-Ahli,Al-Batin,2,0,13732,King Abdullah Sports City
5,Thursday,2018-10-04,18:05:00,Al-Fateh,Al-Ittihad,2,0,6323,Prince Abdullah bin Jalawi Stadium
5,Thursday,2018-10-04,18:20:00,Al-Fayha,Al-Raed,0,3,2106,Al Majma'ah Sport City
5,Friday,2018-10-05,18:25:00,Al-Taawoun,Al-Shabab,1,1,2700,Prince Abdullah bin Abdul Aziz Stadium
5,Friday,2018-10-05,18:45:00,Ohod,Al-Batin,0,1,4704,Prince Mohammed bin Abdul Aziz Stadium
5,Friday,2018-10-05,18:50:00,Al-Ahli,Al-Faisaly,2,0,17466,King Abdullah Sports City
5,Friday,2018-10-05,20:40:00,Al-Nassr,Al-Hazem,5,1,10056,Prince Faisal bin Fahd Stadium
5,Saturday,2018-10-06,18:05:00,Al-Qadsiah,Al-Wehda,0,1,1700,Prince Saud bin Jalawi Stadium
6,Thursday,2018-10-18,18:15:00,Al-Hazem,Al-Qadsiah,2,1,1350,Prince Abdullah bin Abdul Aziz Stadium
6,Thursday,2018-10-18,18:35:00,Al-Wehda,Al-Fayha,2,1,5391,King Abdul Aziz Stadium
6,Friday,2018-10-19,18:10:00,Al-Batin,Al-Nassr,0,2,6000,Al-Batin FC Stadium
6,Friday,2018-10-19,18:10:00,Al-Faisaly,Al-Taawoun,1,4,1132,Al Majma'ah Sport City
6,Friday,2018-10-19,18:15:00,Al-Raed,Al-Fateh,0,3,7901,Prince Abdullah bin Abdul Aziz Stadium
6,Friday,2018-10-19,20:00:00,Al-Ittihad,Ohod,1,1,33857,Prince Abdullah al-Faisal Stadium
6,Saturday,2018-10-20,17:50:00,Al-Ettifaq,Al-Ahli,6,2,7901,Prince Mohamed bin Fahd Stadium
6,Saturday,2018-10-20,19:45:00,Al-Shabab,Al-Hilal,0,1,6260,Prince Faisal bin Fahd Stadium
7,Wednesday,2018-10-24,18:05:00,Al-Faisaly,Al-Raed,2,0,1003,Al Majma'ah Sport City
7,Thursday,2018-10-25,17:40:00,Al-Ettifaq,Al-Hazem,1,0,4109,Prince Mohamed bin Fahd Stadium
7,Thursday,2018-10-25,18:30:00,Al-Ahli,Al-Fateh,5,1,7602,King Abdullah Sports City
7,Thursday,2018-10-25,20:30:00,Al-Hilal,Al-Ittihad,3,1,20562,Prince Faisal bin Fahd Stadium
7,Friday,2018-10-26,18:05:00,Al-Shabab,Al-Qadsiah,2,1,1235,Prince Faisal bin Fahd Stadium
7,Friday,2018-10-26,18:10:00,Al-Batin,Al-Taawoun,0,5,4164,Al-Batin FC Stadium
7,Friday,2018-10-26,18:25:00,Ohod,Al-Wehda,1,3,5248,Prince Mohammed bin Abdul Aziz Stadium
7,Friday,2018-10-26,19:45:00,Al-Fayha,Al-Nassr,1,1,4307,Al Majma'ah Sport City
8,Thursday,2018-11-01,17:35:00,Al-Fateh,Al-Fayha,1,2,2512,Prince Abdullah bin Jalawi Stadium
8,Thursday,2018-11-01,18:00:00,Al-Faisaly,Al-Ettifaq,5,1,782,Al Majma'ah Sport City
8,Thursday,2018-11-01,18:00:00,Al-Batin,Al-Hazem,1,0,3861,Al-Batin FC Stadium
8,Thursday,2018-11-01,18:25:00,Al-Wehda,Al-Shabab,0,1,7187,King Abdul Aziz Stadium
8,Thursday,2018-11-01,19:50:00,Al-Ittihad,Al-Raed,1,2,20250,King Abdullah Sports City
8,Friday,2018-11-02,17:35:00,Al-Qadsiah,Al-Hilal,0,2,10420,Prince Saud bin Jalawi Stadium
8,Friday,2018-11-02,18:20:00,Ohod,Al-Taawoun,1,0,4360,Prince Mohammed bin Abdul Aziz Stadium
8,Saturday,2018-11-03,17:55:00,Al-Nassr,Al-Ahli,0,2,20000,King Fahd International Stadium
5,Tuesday,2018-11-06,17:55:00,Al-Hilal,Al-Ettifaq,4,1,10112,King Saud University Stadium
9,Thursday,2018-11-08,17:45:00,Al-Batin,Al-Fateh,2,2,2933,Al-Batin FC Stadium
9,Thursday,2018-11-08,17:50:00,Al-Faisaly,Al-Shabab,0,0,802,Al Majma'ah Sport City
9,Thursday,2018-11-08,18:15:00,Ohod,Al-Hazem,3,3,7139,Prince Mohammed bin Abdul Aziz Stadium
9,Friday,2018-11-09,18:20:00,Al-Ahli,Al-Qadsiah,0,2,21499,King Abdullah Sports City
9,Saturday,2018-11-10,17:50:00,Al-Fayha,Al-Ittihad,2,1,2156,Al Majma'ah Sport City
9,Sunday,2018-11-11,18:20:00,Al-Wehda,Al-Hilal,0,3,32567,King Abdul Aziz Stadium
9,Sunday,2018-11-11,20:15:00,Al-Ettifaq,Al-Nassr,1,2,12284,Prince Mohamed bin Fahd Stadium
10,Thursday,2018-11-22,14:45:00,Al-Fateh,Ohod,4,0,1651,Prince Abdullah bin Jalawi Reserve Stadi...
10,Thursday,2018-11-22,17:50:00,Al-Fayha,Al-Hazem,1,1,1056,Al Majma'ah Sport City
10,Thursday,2018-11-22,18:20:00,Al-Wehda,Al-Batin,1,0,6634,King Abdul Aziz Stadium
10,Friday,2018-11-23,17:30:00,Al-Qadsiah,Al-Raed,3,1,902,Prince Saud bin Jalawi Stadium
10,Friday,2018-11-23,19:40:00,Al-Nassr,Al-Shabab,1,0,4331,Prince Faisal bin Fahd Stadium
10,Saturday,2018-11-24,17:30:00,Al-Ettifaq,Al-Taawoun,2,4,1273,Prince Saud bin Jalawi Stadium
10,Saturday,2018-11-24,17:50:00,Al-Faisaly,Al-Hilal,1,1,3498,Al Majma'ah Sport City
10,Sunday,2018-11-25,19:40:00,Al-Ittihad,Al-Ahli,1,3,46527,King Abdullah Sports City
11,Thursday,2018-11-29,17:45:00,Al-Shabab,Al-Ettifaq,2,2,866,Prince Faisal bin Fahd Stadium
11,Friday,2018-11-30,17:25:00,Al-Qadsiah,Al-Faisaly,1,1,1178,Prince Saud bin Jalawi Stadium
11,Friday,2018-11-30,18:30:00,Al-Ahli,Al-Fayha,1,1,15969,King Abdullah Sports City Reserve Stadiu...
11,Saturday,2018-12-01,17:25:00,Al-Fateh,Al-Taawoun,0,2,3491,Prince Abdullah bin Jalawi Stadium
11,Saturday,2018-12-01,17:40:00,Al-Batin,Al-Raed,1,3,3021,Al-Batin FC Stadium
11,Sunday,2018-12-02,17:45:00,Al-Nassr,Al-Wehda,1,2,4763,Prince Faisal bin Fahd Stadium
11,Sunday,2018-12-02,18:15:00,Al-Ittihad,Al-Hazem,2,2,15905,King Abdullah Sports City
12,Thursday,2018-12-06,15:00:00,Al-Batin,Al-Fayha,1,0,2696,Al-Batin FC Stadium
12,Thursday,2018-12-06,17:25:00,Al-Qadsiah,Al-Ettifaq,2,0,3094,Prince Saud bin Jalawi Stadium
12,Thursday,2018-12-06,17:45:00,Al-Shabab,Ohod,1,0,1214,Prince Faisal bin Fahd Stadium
12,Thursday,2018-12-06,19:40:00,Al-Ittihad,Al-Faisaly,1,2,23379,King Abdullah Sports City
12,Friday,2018-12-07,18:20:00,Al-Wehda,Al-Taawoun,0,1,3683,King Abdul Aziz Stadium
12,Saturday,2018-12-08,15:05:00,Al-Hilal,Al-Nassr,2,2,23047,King Saud University Stadium
12,Saturday,2018-12-08,17:30:00,Al-Fateh,Al-Hazem,3,2,1779,Prince Abdullah bin Jalawi Stadium
12,Saturday,2018-12-08,17:50:00,Al-Raed,Al-Ahli,0,0,1953,Prince Abdullah bin Abdul Aziz Stadium
11,Wednesday,2018-12-12,18:20:00,Ohod,Al-Hilal,0,1,20207,Prince Mohammed bin Abdul Aziz Stadium
13,Thursday,2018-12-13,17:30:00,Al-Fateh,Al-Faisaly,1,1,2902,Prince Abdullah bin Jalawi Stadium
13,Thursday,2018-12-13,17:30:00,Al-Ettifaq,Al-Wehda,2,1,2485,Prince Mohamed bin Fahd Stadium
13,Friday,2018-12-14,15:05:00,Al-Nassr,Al-Raed,4,0,6787,Prince Faisal bin Fahd Stadium
13,Friday,2018-12-14,15:15:00,Al-Taawoun,Al-Fayha,3,0,2957,Prince Abdullah bin Abdul Aziz Stadium
13,Friday,2018-12-14,17:45:00,Al-Batin,Al-Ittihad,1,3,6000,Al-Batin FC Stadium
13,Saturday,2018-12-15,15:05:00,Al-Hilal,Al-Hazem,1,2,12286,King Saud University Stadium
13,Saturday,2018-12-15,18:25:00,Al-Ahli,Al-Shabab,0,1,20876,King Abdullah Sports City
13,Monday,2018-12-17,18:20:00,Ohod,Al-Qadsiah,1,3,7110,Prince Mohammed bin Abdul Aziz Stadium
14,Thursday,2018-12-20,15:20:00,Al-Raed,Al-Hazem,1,0,2197,Prince Abdullah bin Abdul Aziz Stadium
14,Thursday,2018-12-20,17:50:00,Al-Faisaly,Al-Wehda,3,0,720,Al Majma'ah Sport City
14,Friday,2018-12-21,15:10:00,Al-Shabab,Al-Batin,4,0,1073,Prince Faisal bin Fahd Stadium
14,Friday,2018-12-21,15:10:00,Al-Hilal,Al-Ahli,4,3,21577,King Saud University Stadium
14,Friday,2018-12-21,17:30:00,Al-Qadsiah,Al-Taawoun,3,1,1415,Prince Saud bin Jalawi Stadium
14,Friday,2018-12-21,17:30:00,Al-Fateh,Al-Ettifaq,0,0,3146,Prince Abdullah bin Jalawi Stadium
14,Friday,2018-12-21,18:25:00,Al-Ittihad,Al-Nassr,1,2,50376,King Abdullah Sports City
14,Saturday,2018-12-22,15:15:00,Al-Fayha,Ohod,3,0,732,Al Majma'ah Sport City
9,Tuesday,2018-12-25,18:00:00,Al-Raed,Al-Taawoun,2,1,8700,Prince Abdullah bin Abdul Aziz Stadium
15,Thursday,2018-12-27,17:45:00,Al-Batin,Al-Qadsiah,2,0,2124,Al-Batin FC Stadium
15,Thursday,2018-12-27,17:55:00,Al-Faisaly,Al-Fayha,1,0,2417,Al Majma'ah Sport City
15,Friday,2018-12-28,15:00:00,Al-Fateh,Al-Nassr,0,0,8381,Prince Abdullah bin Jalawi Stadium
15,Friday,2018-12-28,15:20:00,Al-Hazem,Al-Shabab,1,3,802,Prince Abdullah bin Abdul Aziz Stadium
15,Friday,2018-12-28,18:30:00,Al-Wehda,Al-Ahli,2,1,10000,King Abdul Aziz Stadium
15,Saturday,2018-12-29,17:35:00,Al-Ettifaq,Al-Ittihad,1,0,12817,Prince Mohamed bin Fahd Stadium
15,Sunday,2018-12-30,15:45:00,Ohod,Al-Raed,0,1,2800,Prince Mohammed bin Abdul Aziz Stadium
15,Sunday,2018-12-30,18:00:00,Al-Taawoun,Al-Hilal,2,2,14893,Prince Abdullah bin Abdul Aziz Stadium
16,Thursday,2019-01-10,18:05:00,Al-Faisaly,Al-Nassr,2,2,2048,Al Majma'ah Sport City
16,Thursday,2019-01-10,18:10:00,Al-Taawoun,Al-Hazem,1,1,1473,Prince Abdullah bin Abdul Aziz Stadium
16,Thursday,2019-01-10,18:35:00,Al-Wehda,Al-Fateh,1,0,846,King Abdul Aziz Stadium
16,Thursday,2019-01-10,19:50:00,Al-Qadsiah,Al-Ittihad,0,1,6856,Prince Saud bin Jalawi Stadium
16,Friday,2019-01-11,15:25:00,Al-Shabab,Al-Fayha,4,1,1559,Prince Khalid bin Sultan Stadium
16,Friday,2019-01-11,15:25:00,Al-Hilal,Al-Raed,1,1,20490,King Saud University Stadium
16,Friday,2019-01-11,15:30:00,Al-Batin,Al-Ettifaq,0,0,1436,Al-Batin FC Stadium
16,Friday,2019-01-11,18:35:00,Al-Ahli,Ohod,5,1,2700,King Abdullah Sports City
17,Sunday,2019-01-27,15:20:00,Al-Fateh,Al-Qadsiah,2,0,929,Prince Abdullah bin Jalawi Stadium
17,Sunday,2019-01-27,18:20:00,Al-Fayha,Al-Hilal,1,5,4294,Al Majma'ah Sport City
17,Monday,2019-01-28,15:30:00,Al-Batin,Al-Faisaly,2,0,1873,Al-Batin FC Stadium
17,Monday,2019-01-28,18:20:00,Al-Nassr,Ohod,4,0,3039,Al Majma'ah Sport City
17,Monday,2019-01-28,18:50:00,Al-Wehda,Al-Hazem,1,1,1933,King Abdul Aziz Stadium
17,Monday,2019-01-28,20:20:00,Al-Taawoun,Al-Ahli,3,4,2724,Prince Abdullah bin Abdul Aziz Stadium
17,Tuesday,2019-01-29,18:25:00,Al-Raed,Al-Ettifaq,1,2,1625,Prince Abdullah bin Abdul Aziz Stadium
17,Tuesday,2019-01-29,20:20:00,Al-Ittihad,Al-Shabab,0,0,46575,King Abdullah Sports City
18,Saturday,2019-02-02,15:20:00,Al-Qadsiah,Al-Fayha,2,0,898,Prince Saud bin Jalawi Stadium
18,Saturday,2019-02-02,18:15:00,Al-Batin,Al-Ahli,1,2,3023,Al-Batin FC Stadium
18,Saturday,2019-02-02,20:15:00,Al-Taawoun,Al-Nassr,3,1,10600,Prince Abdullah bin Abdul Aziz Stadium
18,Sunday,2019-02-03,15:40:00,Al-Faisaly,Al-Hazem,1,2,561,Al Majma'ah Sport City
18,Sunday,2019-02-03,20:15:00,Ohod,Al-Ettifaq,2,1,2011,Prince Mohammed bin Abdul Aziz Stadium
18,Monday,2019-02-04,18:20:00,Al-Hilal,Al-Fateh,4,1,22486,King Saud University Stadium
18,Monday,2019-02-04,18:25:00,Al-Shabab,Al-Raed,1,1,594,Al Majma'ah Sport City
18,Monday,2019-02-04,20:15:00,Al-Wehda,Al-Ittihad,0,2,15708,King Abdul Aziz Stadium
19,Wednesday,2019-02-06,20:15:00,Al-Nassr,Al-Qadsiah,3,1,4321,King Fahd International Stadium
19,Thursday,2019-02-07,18:50:00,Ohod,Al-Faisaly,4,1,2189,Prince Mohammed bin Abdul Aziz Stadium
19,Thursday,2019-02-07,20:15:00,Al-Hazem,Al-Ahli,2,4,1589,Prince Abdullah bin Abdul Aziz Stadium
19,Friday,2019-02-08,15:45:00,Al-Fayha,Al-Ettifaq,1,1,1315,Al Majma'ah Sport City
19,Friday,2019-02-08,20:15:00,Al-Batin,Al-Hilal,2,3,6000,Al-Batin FC Stadium
19,Saturday,2019-02-09,15:50:00,Al-Raed,Al-Wehda,1,3,1883,Prince Abdullah bin Abdul Aziz Stadium
19,Saturday,2019-02-09,18:10:00,Al-Fateh,Al-Shabab,1,0,2849,Prince Abdullah bin Jalawi Stadium
19,Saturday,2019-02-09,20:15:00,Al-Ittihad,Al-Taawoun,0,0,30785,King Abdullah Sports City
20,Tuesday,2019-02-12,18:25:00,Al-Hilal,Al-Qadsiah,4,1,20758,King Saud University Stadium
20,Tuesday,2019-02-12,20:20:00,Al-Ahli,Al-Nassr,1,2,30335,King Abdullah Sports City
20,Wednesday,2019-02-13,15:50:00,Al-Hazem,Al-Batin,1,0,2900,Ar-Rass Stadium
20,Wednesday,2019-02-13,18:10:00,Al-Ettifaq,Al-Faisaly,3,4,1968,Prince Mohamed bin Fahd Stadium
20,Thursday,2019-02-14,15:45:00,Al-Fayha,Al-Fateh,1,2,1107,Al Majma'ah Sport City
20,Thursday,2019-02-14,18:35:00,Al-Taawoun,Ohod,4,0,2474,Prince Abdullah bin Abdul Aziz Stadium
20,Friday,2019-02-15,18:30:00,Al-Shabab,Al-Wehda,1,0,1491,Prince Faisal bin Fahd Stadium
20,Friday,2019-02-15,20:20:00,Al-Raed,Al-Ittihad,1,1,7620,Prince Abdullah bin Abdul Aziz Stadium
21,Wednesday,2019-02-20,18:20:00,Al-Fateh,Al-Ahli,2,1,4807,Prince Abdullah bin Jalawi Stadium
21,Thursday,2019-02-21,15:55:00,Al-Hazem,Al-Ettifaq,1,1,1572,Prince Abdullah bin Abdul Aziz Stadium
21,Thursday,2019-02-21,20:25:00,Al-Ittihad,Al-Hilal,0,2,52210,King Abdullah Sports City
21,Friday,2019-02-22,15:55:00,Al-Taawoun,Al-Batin,4,1,2694,Prince Abdullah bin Abdul Aziz Stadium
21,Friday,2019-02-22,18:15:00,Al-Qadsiah,Al-Shabab,0,1,1322,Prince Saud bin Jalawi Stadium
21,Friday,2019-02-22,20:25:00,Al-Wehda,Ohod,4,1,2623,King Abdul Aziz Stadium
21,Saturday,2019-02-23,15:55:00,Al-Raed,Al-Faisaly,0,3,1738,Prince Abdullah bin Abdul Aziz Stadium
21,Saturday,2019-02-23,20:25:00,Al-Nassr,Al-Fayha,1,0,6022,King Fahd International Stadium
22,Thursday,2019-02-28,16:00:00,Al-Taawoun,Al-Ettifaq,4,1,2557,Prince Abdullah bin Abdul Aziz Stadium
22,Thursday,2019-02-28,19:05:00,Ohod,Al-Fateh,0,0,2021,Prince Mohammed bin Abdul Aziz Stadium
22,Thursday,2019-02-28,20:30:00,Al-Shabab,Al-Nassr,0,1,14530,King Fahd International Stadium
22,Friday,2019-03-01,16:00:00,Al-Raed,Al-Qadsiah,0,0,1419,Prince Abdullah bin Abdul Aziz Stadium
22,Friday,2019-03-01,18:35:00,Al-Hilal,Al-Faisaly,2,1,22688,King Saud University Stadium
22,Friday,2019-03-01,20:30:00,Al-Ahli,Al-Ittihad,1,1,42880,King Abdullah Sports City
22,Saturday,2019-03-02,15:50:00,Al-Batin,Al-Wehda,1,1,2918,Al-Batin FC Stadium
22,Saturday,2019-03-02,16:00:00,Al-Hazem,Al-Fayha,0,1,1150,Ar-Rass Stadium
23,Thursday,2019-03-07,18:40:00,Al-Shabab,Al-Faisaly,2,1,1302,King Fahd International Stadium
23,Thursday,2019-03-07,20:30:00,Al-Taawoun,Al-Raed,2,1,9164,Prince Abdullah bin Abdul Aziz Stadium
23,Friday,2019-03-08,15:40:00,Al-Qadsiah,Al-Ahli,1,2,3022,Prince Saud bin Jalawi Stadium
