Weak,Day,Date,Time,Home,Away,ScoreH,ScoreA,Attendance,Venue
14,Thursday,2012-12-06,15:10:00,Al-Faisaly,Al-Taawon,2,1,1181,King Salman Bin Abdul Aziz Sport City Stadium
14,Thursday,2012-12-06,19:35:00,Al Wehda,Al-Ettifaq,0,3,230,King Abdul Aziz Stadium
10,Saturday,2012-12-08,19:35:00,Al-Raed,Al Ahli SC,1,1,2416,King Abdullah Sport City Stadium
14,Sunday,2012-12-09,19:35:00,Al-Nassr,Al-Fateh,0,0,3286,King Fahad International Stadium
10,Sunday,2012-12-09,19:35:00,Al-Ittihad FC,Al-Hilal,1,2,25026,King Abdul Aziz Stadium
15,Wednesday,2012-12-12,19:35:00,Hajer,Najran,1,0,527,Prince Abdullah Bin Jalawi Sport City Stadium
15,Wednesday,2012-12-12,19:35:00,Al-Raed,Al-Nassr,0,2,7266,King Abdullah Sport City Stadium
15,Thursday,2012-12-13,15:10:00,Al-Shoalah,Al Wehda,1,0,154,Al-Shoalah Club Stadium
15,Thursday,2012-12-13,15:10:00,Al-Shabab,Al-Faisaly,3,2,1148,King Fahad International Stadium
15,Thursday,2012-12-13,19:40:00,Al Ahli SC,Al-Taawon,1,1,4058,King Abdul Aziz Stadium
15,Friday,2012-12-14,14:55:00,Al-Fateh,Al-Hilal,2,1,8425,Prince Abdullah Bin Jalawi Sport City Stadium
15,Friday,2012-12-14,19:40:00,Al-Ettifaq,Al-Ittihad FC,0,0,7200,Prince Saud Bin Jalawi Sport City Stadium
16,Thursday,2012-12-27,15:00:00,Al-Fateh,Al-Shoalah,2,1,1340,Prince Abdullah Bin Jalawi Sport City Stadium
16,Thursday,2012-12-27,15:25:00,Al-Taawon,Al-Ettifaq,1,1,408,King Abdullah Sport City Stadium
16,Thursday,2012-12-27,19:45:00,Al Ahli SC,Al-Shabab,1,0,4395,King Abdul Aziz Stadium
16,Friday,2012-12-28,15:15:00,Al-Hilal,Najran,3,1,3783,King Fahad International Stadium
16,Friday,2012-12-28,15:20:00,Al-Faisaly,Al-Raed,2,2,859,King Salman Bin Abdul Aziz Sport City Stadium
16,Friday,2012-12-28,19:45:00,Al-Ittihad FC,Al-Nassr,1,1,9015,King Abdul Aziz Stadium
16,Saturday,2012-12-29,19:45:00,Al Wehda,Hajer,1,2,210,King Abdul Aziz Stadium
17,Monday,2013-01-21,20:00:00,Al-Raed,Al-Fateh,1,3,508,King Abdullah Sport City Stadium
12,Monday,2013-01-21,20:00:00,Al Ahli SC,Al-Nassr,2,1,8264,King Abdul Aziz Stadium
17,Thursday,2013-01-24,15:20:00,Hajer,Al Ahli SC,1,4,1476,Prince Abdullah Bin Jalawi Sport City Stadium
17,Thursday,2013-01-24,15:35:00,Al-Shabab,Al Wehda,3,1,925,King Fahad International Stadium
17,Thursday,2013-01-24,15:55:00,Najran,Al-Shoalah,1,2,280,AlAkhdoud Club Stadium
17,Friday,2013-01-25,15:35:00,Al-Nassr,Al-Taawon,3,2,3059,Prince Faisal bin Fahad Stadium
17,Friday,2013-01-25,15:40:00,Al-Faisaly,Al-Ittihad FC,0,2,1080,King Salman Bin Abdul Aziz Sport City Stadium
17,Friday,2013-01-25,19:55:00,Al-Ettifaq,Al-Hilal,2,2,9740,Prince Mohamed bin Fahd Stadium
11,Sunday,2013-01-27,20:05:00,Al Ahli SC,Al-Fateh,3,3,6626,Prince Abdullah Al-Faisal Stadium
18,Wednesday,2013-01-30,20:05:00,Al-Shoalah,Al-Faisaly,1,1,60,Al-Shoalah Club Stadium
18,Wednesday,2013-01-30,20:05:00,Al-Hilal,Al-Nassr,0,1,18437,Prince Faisal bin Fahad Stadium
18,Wednesday,2013-01-30,20:05:00,Al-Ettifaq,Najran,2,2,292,Prince Mohamed bin Fahd Stadium
18,Wednesday,2013-01-30,20:10:00,Al-Ittihad FC,Hajer,2,2,3575,King Abdul Aziz Stadium
18,Thursday,2013-01-31,15:25:00,Al-Fateh,Al-Shabab,1,2,8025,Prince Abdullah Bin Jalawi Sport City Stadium
18,Thursday,2013-01-31,15:45:00,Al-Taawon,Al-Raed,2,2,3165,King Abdullah Sport City Stadium
18,Thursday,2013-01-31,20:10:00,Al Wehda,Al Ahli SC,1,3,3914,King Abdul Aziz Stadium
19,Wednesday,2013-02-13,20:15:00,Najran,Al Wehda,1,1,423,AlAkhdoud Club Stadium
19,Wednesday,2013-02-13,20:15:00,Al-Shabab,Al-Raed,2,2,785,King Fahad International Stadium
19,Wednesday,2013-02-13,20:15:00,Al-Fateh,Al-Taawon,2,1,4655,Prince Abdullah Bin Jalawi Sport City Stadium
19,Wednesday,2013-02-13,20:15:00,Al-Faisaly,Al-Ettifaq,2,3,486,King Salman Bin Abdul Aziz Sport City Stadium
19,Thursday,2013-02-14,20:15:00,Al-Hilal,Al-Shoalah,4,2,2126,King Fahad International Stadium
19,Thursday,2013-02-14,20:15:00,Al Ahli SC,Al-Ittihad FC,1,1,28188,King Abdul Aziz Stadium
20,Monday,2013-02-18,20:15:00,Al-Nassr,Al-Ettifaq,2,0,2866,King Fahad International Stadium
20,Monday,2013-02-18,20:20:00,Al-Shabab,Al-Hilal,3,2,8635,Prince Faisal bin Fahad Stadium
20,Wednesday,2013-02-20,20:20:00,Najran,Al-Fateh,0,2,1047,AlAkhdoud Club Stadium
20,Wednesday,2013-02-20,20:20:00,Al-Taawon,Al-Shoalah,1,1,1359,King Abdullah Sport City Stadium
20,Wednesday,2013-02-20,20:20:00,Al Ahli SC,Al-Faisaly,2,1,2072,Prince Abdullah Al-Faisal Stadium
20,Thursday,2013-02-21,20:20:00,Al-Raed,Hajer,3,2,2182,King Abdullah Sport City Stadium
20,Thursday,2013-02-21,20:20:00,Al Wehda,Al-Ittihad FC,2,1,3218,King Abdul Aziz Stadium
21,Friday,2013-03-01,20:25:00,Al-Ittihad FC,Al-Fateh,0,2,4467,King Abdul Aziz Stadium
21,Saturday,2013-03-02,20:25:00,Al-Faisaly,Hajer,3,0,621,King Salman Bin Abdul Aziz Sport City Stadium
21,Sunday,2013-03-03,20:25:00,Al-Shoalah,Al-Shabab,1,1,470,Al-Shoalah Club Stadium
21,Sunday,2013-03-03,20:25:00,Al-Raed,Al-Hilal,1,2,10311,King Abdullah Sport City Stadium
21,Sunday,2013-03-03,20:25:00,Al-Ettifaq,Al Ahli SC,1,4,4472,Prince Mohamed bin Fahd Stadium
21,Sunday,2013-03-03,20:25:00,Al Wehda,Al-Nassr,1,1,1671,King Abdul Aziz Stadium
21,Monday,2013-03-04,20:25:00,Al-Taawon,Najran,1,2,521,King Abdullah Sport City Stadium
22,Thursday,2013-03-07,20:25:00,Al-Nassr,Al-Shabab,0,0,1970,King Fahad International Stadium
22,Thursday,2013-03-07,20:25:00,Al-Fateh,Al-Faisaly,1,0,9133,Prince Abdullah Bin Jalawi Sport City Stadium
22,Friday,2013-03-08,20:25:00,Hajer,Al-Ettifaq,2,3,514,Prince Abdullah Bin Jalawi Sport City Stadium
22,Friday,2013-03-08,20:25:00,Al-Shoalah,Al-Raed,0,0,114,Al-Shoalah Club Stadium
22,Friday,2013-03-08,20:25:00,Al-Hilal,Al Wehda,2,0,1349,King Fahad International Stadium
22,Friday,2013-03-08,20:25:00,Al Ahli SC,Najran,5,1,1884,King Abdul Aziz Stadium
22,Saturday,2013-03-09,20:25:00,Al-Ittihad FC,Al-Taawon,2,1,1627,King Abdul Aziz Stadium
23,Thursday,2013-03-28,20:35:00,Al Ahli SC,Al-Raed,1,2,1904,King Abdul Aziz Stadium
23,Friday,2013-03-29,20:35:00,Najran,Al-Nassr,1,1,2376,AlAkhdoud Club Stadium
23,Friday,2013-03-29,20:35:00,Al-Shabab,Al-Taawon,2,1,638,Prince Faisal bin Fahad Stadium
23,Friday,2013-03-29,20:35:00,Al-Hilal,Al-Ittihad FC,4,2,10352,King Fahad International Stadium
23,Friday,2013-03-29,20:35:00,Al-Ettifaq,Al-Shoalah,0,2,111,Prince Mohamed bin Fahd Stadium
23,Friday,2013-03-29,20:35:00,Al Wehda,Al-Faisaly,1,2,470,King Abdul Aziz Stadium
23,Saturday,2013-03-30,20:35:00,Hajer,Al-Fateh,1,2,5386,Prince Abdullah Bin Jalawi Sport City Stadium
19,Saturday,2013-04-06,20:35:00,Hajer,Al-Nassr,0,1,1095,Prince Abdullah Bin Jalawi Sport City Stadium
24,Friday,2013-04-12,20:35:00,Al-Shoalah,Al-Nassr,1,2,1477,Al-Shoalah Club Stadium
24,Friday,2013-04-12,20:35:00,Al-Raed,Al Wehda,1,1,1132,King Abdullah Sport City Stadium
24,Saturday,2013-04-13,20:35:00,Al-Taawon,Hajer,0,0,3275,King Abdullah Sport City Stadium
24,Sunday,2013-04-14,20:35:00,Al-Shabab,Al-Ettifaq,3,1,838,King Fahad International Stadium
24,Sunday,2013-04-14,20:35:00,Al-Ittihad FC,Najran,2,0,1077,King Abdul Aziz Stadium
24,Sunday,2013-04-14,20:35:00,Al-Fateh,Al Ahli SC,1,0,21037,Prince Abdullah Bin Jalawi Sport City Stadium
24,Sunday,2013-04-14,20:35:00,Al-Faisaly,Al-Hilal,0,1,2050,King Salman Bin Abdul Aziz Sport City Stadium
25,Thursday,2013-04-18,16:50:00,Al Wehda,Al-Fateh,2,1,120,King Abdul Aziz Stadium
25,Thursday,2013-04-18,20:40:00,Hajer,Al-Shoalah,0,4,117,Prince Abdullah Bin Jalawi Sport City Stadium
25,Thursday,2013-04-18,20:40:00,Al-Raed,Al-Ettifaq,1,1,725,King Abdullah Sport City Stadium
25,Thursday,2013-04-18,20:40:00,Al-Nassr,Al Ahli SC,2,2,5612,King Fahad International Stadium
25,Thursday,2013-04-18,20:40:00,Al-Ittihad FC,Al-Shabab,1,2,3840,King Abdul Aziz Stadium
25,Thursday,2013-04-18,20:40:00,Al-Hilal,Al-Taawon,0,0,1352,Prince Faisal bin Fahad Stadium
25,Thursday,2013-04-18,20:40:00,Al-Faisaly,Najran,6,1,215,King Salman Bin Abdul Aziz Sport City Stadium
26,Saturday,2013-04-27,20:40:00,Najran,Al-Raed,0,1,107,AlAkhdoud Club Stadium
26,Saturday,2013-04-27,20:40:00,Al-Taawon,Al Wehda,1,1,8285,King Abdullah Sport City Stadium
26,Saturday,2013-04-27,20:40:00,Al-Shoalah,Al-Ittihad FC,1,0,487,Al-Shoalah Club Stadium
26,Saturday,2013-04-27,20:40:00,Al-Shabab,Hajer,2,1,353,King Fahad International Stadium
26,Saturday,2013-04-27,20:40:00,Al-Nassr,Al-Faisaly,2,1,657,King Fahad International Stadium
26,Saturday,2013-04-27,20:40:00,Al-Ettifaq,Al-Fateh,0,4,4104,Prince Mohamed bin Fahd Stadium
26,Saturday,2013-04-27,20:40:00,Al Ahli SC,Al-Hilal,1,1,3528,King Abdul Aziz Stadium
1,Thursday,2013-08-23,20:40:00,Al-Nassr,Najran,2,0,8485,King Fahad International Stadium
1,Thursday,2013-08-23,20:40:00,Al-Nahda,Al-Shoalah,2,2,184,Prince Mohamed bin Fahd Stadium
1,Thursday,2013-08-23,20:40:00,Al-Fateh,Al-Taawon,1,1,2240,Prince Abdullah Bin Jalawi Sport City Stadium
1,Thursday,2013-08-24,20:40:00,Al-Raed,Al-Ettifaq,2,1,777,King Abdullah Sport City Stadium
1,Thursday,2013-08-24,20:40:00,Al-Hilal,Al Orubah,3,0,9412,King Fahad International Stadium
1,Friday,2013-08-25,20:40:00,Al-Faisaly,Al Ahli SC,1,3,739,King Salman Bin Abdul Aziz Sport City Stadium
1,Friday,2013-08-26,20:40:00,Al-Shabab,Al-Ittihad FC,1,4,5870,Prince Faisal bin Fahad Stadium
2,Monday,2013-08-30,20:35:00,Najran,Al-Raed,1,0,490,AlAkhdoud Club Stadium
2,Monday,2013-08-30,20:35:00,Al-Taawon,Al-Faisaly,1,1,1577,King Abdullah Sport City Stadium
2,Monday,2013-08-30,20:35:00,Al-Fateh,Al-Nahda,4,0,1824,Prince Abdullah Bin Jalawi Sport City Stadium
2,Tuesday,2013-08-30,20:35:00,Al-Ettifaq,Al-Hilal,1,3,10250,Prince Mohamed bin Fahd Stadium
2,Tuesday,2013-08-31,20:35:00,Al-Shoalah,Al-Shabab,0,1,265,Al-Shoalah Club Stadium
2,Tuesday,2013-08-31,20:35:00,Al Orubah,Al-Ittihad FC,1,0,2350,Al Orubah Club Stadium
2,Thursday,2013-08-31,20:35:00,Al Ahli SC,Al-Nassr,0,0,13391,King Abdul Aziz Stadium
3,Thursday,2013-09-11,20:25:00,Al Ahli SC,Al Orubah,1,1,1483,King Abdul Aziz Stadium
3,Thursday,2013-09-12,20:25:00,Al-Shabab,Al-Raed,5,2,932,King Fahad International Stadium
3,Thursday,2013-09-13,20:25:00,Najran,Al-Taawon,1,2,560,AlAkhdoud Club Stadium
3,Thursday,2013-09-13,20:25:00,Al-Ittihad FC,Al-Fateh,4,2,6783,King Abdul Aziz Stadium
3,Friday,2013-09-13,20:25:00,Al-Ettifaq,Al-Shoalah,1,0,376,Prince Mohamed bin Fahd Stadium
3,Friday,2013-09-14,20:25:00,Al-Nassr,Al-Nahda,4,1,3758,King Fahad International Stadium
3,Monday,2013-09-14,20:25:00,Al-Faisaly,Al-Hilal,1,3,2433,King Salman Bin Abdul Aziz Sport City Stadium
4,Monday,2013-09-20,20:15:00,Al-Raed,Al-Nassr,0,3,7100,King Abdullah Sport City Stadium
4,Monday,2013-09-20,20:15:00,Al-Hilal,Al-Ittihad FC,5,2,31723,King Fahad International Stadium
4,Monday,2013-09-21,20:15:00,Al-Taawon,Al-Ettifaq,2,2,1240,King Abdullah Sport City Stadium
4,Tuesday,2013-09-21,20:15:00,Al-Shoalah,Najran,1,2,334,Al-Shoalah Club Stadium
4,Tuesday,2013-09-21,20:15:00,Al Orubah,Al-Faisaly,1,2,2400,Al Orubah Club Stadium
4,Tuesday,2013-09-23,20:15:00,Al-Shabab,Al-Fateh,1,1,930,King Fahad International Stadium
4,Saturday,2013-09-23,20:15:00,Al-Nahda,Al Ahli SC,1,5,2573,Prince Mohamed bin Fahd Stadium
5,Saturday,2013-09-26,20:10:00,Al-Nassr,Al-Shoalah,2,0,6446,King Fahad International Stadium
5,Sunday,2013-09-27,20:10:00,Najran,Al-Ettifaq,1,0,560,AlAkhdoud Club Stadium
5,Sunday,2013-09-27,20:10:00,Al-Ittihad FC,Al-Taawon,2,1,4117,King Abdul Aziz Stadium
5,Sunday,2013-09-28,20:10:00,Al-Raed,Al-Nahda,0,0,400,King Abdullah Sport City Stadium
5,Sunday,2013-09-28,20:10:00,Al-Fateh,Al Orubah,0,0,763,Prince Abdullah Bin Jalawi Sport City Stadium
5,Sunday,2013-09-28,20:10:00,Al-Faisaly,Al-Shabab,0,0,639,King Salman Bin Abdul Aziz Sport City Stadium
5,Friday,2013-09-28,20:10:00,Al Ahli SC,Al-Hilal,1,1,15192,King Abdul Aziz Stadium
6,Friday,2013-10-04,20:05:00,Al-Shoalah,Al-Taawon,1,2,179,Al-Shoalah Club Stadium
6,Friday,2013-10-04,20:05:00,Al-Nahda,Najran,2,5,143,Prince Mohamed bin Fahd Stadium
6,Saturday,2013-10-04,20:05:00,Al-Ittihad FC,Al Ahli SC,0,0,21056,King Abdul Aziz Stadium
6,Saturday,2013-10-04,20:05:00,Al-Fateh,Al-Faisaly,1,0,581,Prince Abdullah Bin Jalawi Sport City Stadium
6,Saturday,2013-10-05,20:05:00,Al-Hilal,Al-Raed,1,2,5495,King Fahad International Stadium
6,Friday,2013-10-05,20:05:00,Al-Ettifaq,Al-Shabab,0,1,1229,Prince Mohamed bin Fahd Stadium
6,Friday,2013-10-05,20:05:00,Al Orubah,Al-Nassr,0,0,4080,Al Orubah Club Stadium
7,Saturday,2013-10-25,19:45:00,Al-Taawon,Al-Hilal,1,2,8773,King Abdullah Sport City Stadium
7,Monday,2013-10-25,19:45:00,Al-Shabab,Najran,5,1,893,King Fahad International Stadium
7,Monday,2013-10-25,19:45:00,Al-Faisaly,Al-Ittihad FC,3,0,1020,King Salman Bin Abdul Aziz Sport City Stadium
7,Monday,2013-10-25,19:45:00,Al Ahli SC,Al-Shoalah,5,2,7484,Prince Mohammed Alabdullah Stadium
7,Friday,2013-10-26,19:45:00,Al-Raed,Al Orubah,1,1,1240,King Abdullah Sport City Stadium
7,Friday,2013-10-26,19:45:00,Al-Nassr,Al-Fateh,1,0,4685,King Fahad International Stadium
7,Friday,2013-10-26,19:45:00,Al-Ettifaq,Al-Nahda,2,1,370,Prince Mohamed bin Fahd Stadium
8,Friday,2013-10-31,19:40:00,Al Ahli SC,Al-Raed,0,0,8470,Prince Mohammed Alabdullah Stadium
8,Saturday,2013-11-01,19:40:00,Najran,Al Orubah,2,0,242,AlAkhdoud Club Stadium
8,Thursday,2013-11-01,19:40:00,Al-Nahda,Al-Taawon,0,2,81,Prince Mohamed bin Fahd Stadium
8,Thursday,2013-11-01,19:40:00,Al-Ittihad FC,Al-Ettifaq,1,1,2820,King Abdul Aziz Stadium
8,Friday,2013-11-01,19:40:00,Al-Hilal,Al-Shabab,4,1,17295,King Fahad International Stadium
8,Sunday,2013-11-02,19:40:00,Al-Shoalah,Al-Fateh,2,2,199,Al-Shoalah Club Stadium
8,Sunday,2013-11-02,19:40:00,Al-Faisaly,Al-Nassr,0,2,2277,King Salman Bin Abdul Aziz Sport City Stadium
9,Sunday,2013-11-06,15:30:00,Al Orubah,Al-Shoalah,2,2,1124,Al Orubah Club Stadium
9,Sunday,2013-11-06,19:45:00,Najran,Al-Hilal,0,1,3543,AlAkhdoud Club Stadium
9,Friday,2013-11-06,19:45:00,Al-Raed,Al-Faisaly,1,0,717,King Abdullah Sport City Stadium
9,Friday,2013-11-06,19:45:00,Al-Nassr,Al-Ettifaq,2,2,10185,King Fahad International Stadium
9,Friday,2013-11-07,19:45:00,Al-Taawon,Al-Shabab,3,3,650,King Abdullah Sport City Stadium
9,Saturday,2013-11-07,19:45:00,Al-Nahda,Al-Ittihad FC,4,4,4435,Prince Mohamed bin Fahd Stadium
9,Saturday,2013-11-07,19:45:00,Al-Fateh,Al Ahli SC,0,3,3403,Prince Abdullah Bin Jalawi Sport City Stadium
10,Thursday,2013-11-24,19:35:00,Al-Shabab,Al-Nahda,6,0,576,Prince Faisal bin Fahad Stadium
10,Thursday,2013-11-24,19:35:00,Al-Fateh,Najran,5,2,527,Prince Abdullah Bin Jalawi Sport City Stadium
10,Friday,2013-11-24,19:35:00,Al-Ettifaq,Al Orubah,0,0,1089,Prince Mohamed bin Fahd Stadium
10,Friday,2013-11-24,19:35:00,Al Ahli SC,Al-Taawon,1,2,5470,Prince Mohammed Alabdullah Stadium
10,Sunday,2013-11-25,19:35:00,Al-Raed,Al-Ittihad FC,1,4,743,King Abdullah Sport City Stadium
10,Sunday,2013-11-25,19:35:00,Al-Hilal,Al-Nassr,1,2,40193,King Fahad International Stadium
10,Thursday,2013-11-25,19:35:00,Al-Faisaly,Al-Shoalah,2,0,350,King Salman Bin Abdul Aziz Sport City Stadium
11,Friday,2013-11-28,19:35:00,Al-Shabab,Al Ahli SC,1,0,5890,Prince Faisal bin Fahad Stadium
11,Friday,2013-11-29,15:25:00,Al Orubah,Al-Nahda,1,1,2720,Al Orubah Club Stadium
11,Friday,2013-11-29,15:30:00,Najran,Al-Faisaly,1,0,519,AlAkhdoud Club Stadium
11,Saturday,2013-11-29,19:35:00,Al-Ittihad FC,Al-Nassr,0,3,20859,King Abdul Aziz Stadium
11,Saturday,2013-11-30,15:15:00,Al-Taawon,Al-Raed,2,1,3662,King Abdullah Sport City Stadium
11,Saturday,2013-11-30,19:35:00,Al-Shoalah,Al-Hilal,2,2,4248,Al-Shoalah Club Stadium
11,Saturday,2013-11-30,19:35:00,Al-Ettifaq,Al-Fateh,2,0,447,Prince Mohamed bin Fahd Stadium
12,Saturday,2013-12-06,14:55:00,Al-Fateh,Al-Raed,2,2,584,Prince Abdullah Bin Jalawi Sport City Stadium
12,Wednesday,2013-12-06,15:20:00,Al-Taawon,Al Orubah,0,1,932,King Abdullah Sport City Stadium
12,Wednesday,2013-12-06,19:35:00,Al-Nahda,Al-Hilal,1,2,5555,Prince Mohamed bin Fahd Stadium
12,Wednesday,2013-12-07,15:10:00,Al-Shoalah,Al-Ittihad FC,2,1,1210,Al-Shoalah Club Stadium
12,Thursday,2013-12-07,15:10:00,Al-Faisaly,Al-Ettifaq,0,3,200,King Salman Bin Abdul Aziz Sport City Stadium
12,Thursday,2013-12-07,19:35:00,Al-Nassr,Al-Shabab,3,2,13772,Prince Faisal bin Fahad Stadium
12,Thursday,2013-12-07,19:35:00,Al Ahli SC,Najran,3,2,2635,Prince Mohammed Alabdullah Stadium
13,Thursday,2013-12-13,15:10:00,Al-Nassr,Al-Taawon,2,1,15000,Prince Faisal bin Fahad Stadium
13,Monday,2013-12-13,15:15:00,Al-Raed,Al-Shoalah,0,1,423,King Abdullah Sport City Stadium
13,Thursday,2013-12-13,15:25:00,Al Orubah,Al-Shabab,1,1,2819,Al Orubah Club Stadium
13,Friday,2013-12-13,19:35:00,Al-Ettifaq,Al Ahli SC,2,0,3652,Prince Mohamed bin Fahd Stadium
13,Tuesday,2013-12-14,15:10:00,Al-Hilal,Al-Fateh,2,0,7736,Prince Faisal bin Fahad Stadium
13,Tuesday,2013-12-14,19:35:00,Al-Nahda,Al-Faisaly,0,0,42,Prince Mohamed bin Fahd Stadium
13,Tuesday,2013-12-14,19:35:00,Al-Ittihad FC,Najran,3,2,613,King Abdul Aziz Stadium
14,Thursday,2013-12-19,19:45:00,Najran,Al-Nassr,2,3,2250,AlAkhdoud Club Stadium
14,Thursday,2013-12-19,19:45:00,Al-Ettifaq,Al-Raed,0,1,553,Prince Mohamed bin Fahd Stadium
14,Saturday,2013-12-19,19:45:00,Al Ahli SC,Al-Faisaly,1,1,3608,Prince Mohammed Alabdullah Stadium
14,Sunday,2013-12-20,15:10:00,Al-Shoalah,Al-Nahda,0,0,306,Al-Shoalah Club Stadium
14,Sunday,2013-12-20,15:20:00,Al-Taawon,Al-Fateh,1,0,462,King Abdullah Sport City Stadium
14,Wednesday,2013-12-20,15:25:00,Al Orubah,Al-Hilal,2,3,4200,Al Orubah Club Stadium
14,Wednesday,2013-12-20,19:45:00,Al-Ittihad FC,Al-Shabab,1,1,5449,King Abdul Aziz Stadium
15,Thursday,2013-12-27,15:15:00,Al-Shabab,Al-Shoalah,1,3,845,Prince Faisal bin Fahad Stadium
15,Thursday,2013-12-27,15:20:00,Al-Faisaly,Al-Taawon,0,0,282,King Salman Bin Abdul Aziz Sport City Stadium
15,Thursday,2013-12-27,19:50:00,Al-Nahda,Al-Fateh,1,2,327,Prince Mohamed bin Fahd Stadium
15,Friday,2013-12-28,15:15:00,Al-Hilal,Al-Ettifaq,5,1,8840,King Fahad International Stadium
15,Friday,2013-12-28,15:25:00,Al-Raed,Najran,1,0,362,King Abdullah Sport City Stadium
15,Thursday,2013-12-28,19:50:00,Al-Ittihad FC,Al Orubah,0,0,973,King Abdul Aziz Stadium
15,Thursday,2013-12-29,19:50:00,Al-Nassr,Al Ahli SC,3,1,12653,King Fahad International Stadium
16,Thursday,2014-01-02,15:05:00,Al-Fateh,Al-Ittihad FC,1,1,3189,Prince Abdullah Bin Jalawi Sport City Stadium
16,Friday,2014-01-02,19:55:00,Al-Raed,Al-Shabab,0,0,363,King Abdullah Sport City Stadium
16,Friday,2014-01-02,19:55:00,Al-Hilal,Al-Faisaly,2,1,7519,Prince Faisal bin Fahad Stadium
16,Friday,2014-01-03,15:20:00,Al-Shoalah,Al-Ettifaq,4,0,400,Al-Shoalah Club Stadium
16,Saturday,2014-01-03,15:30:00,Al-Taawon,Najran,2,0,365,King Abdullah Sport City Stadium
16,Monday,2014-01-03,15:35:00,Al Orubah,Al Ahli SC,0,4,3865,Al Orubah Club Stadium
16,Monday,2014-01-03,20:00:00,Al-Nahda,Al-Nassr,1,4,10636,Prince Mohamed bin Fahd Stadium
17,Thursday,2014-01-09,15:45:00,Najran,Al-Shoalah,0,1,751,AlAkhdoud Club Stadium
17,Thursday,2014-01-09,20:00:00,Al-Ittihad FC,Al-Hilal,2,2,24177,King Abdul Aziz Stadium
17,Thursday,2014-01-09,20:00:00,Al-Ettifaq,Al-Taawon,3,3,149,Prince Mohamed bin Fahd Stadium
17,Friday,2014-01-10,15:05:00,Al-Fateh,Al-Shabab,2,1,1828,Prince Abdullah Bin Jalawi Sport City Stadium
17,Friday,2014-01-10,15:25:00,Al-Nassr,Al-Raed,3,0,15623,King Fahad International Stadium
17,Friday,2014-01-10,15:30:00,Al-Faisaly,Al Orubah,1,1,120,King Salman Bin Abdul Aziz Sport City Stadium
17,Sunday,2014-01-10,20:00:00,Al Ahli SC,Al-Nahda,3,1,6442,Prince Mohammed Alabdullah Stadium
18,Wednesday,2014-01-16,15:30:00,Al-Shoalah,Al-Nassr,0,3,3097,Al-Shoalah Club Stadium
18,Wednesday,2014-01-16,15:40:00,Al-Taawon,Al-Ittihad FC,1,1,2448,King Abdullah Sport City Stadium
18,Wednesday,2014-01-16,20:05:00,Al-Hilal,Al Ahli SC,1,0,21391,King Fahad International Stadium
18,Wednesday,2014-01-16,20:05:00,Al-Ettifaq,Najran,0,0,270,Prince Mohamed bin Fahd Stadium
18,Thursday,2014-01-17,15:30:00,Al-Shabab,Al-Faisaly,4,3,687,King Fahad International Stadium
18,Thursday,2014-01-17,15:45:00,Al Orubah,Al-Fateh,2,1,1904,Al Orubah Club Stadium
18,Thursday,2014-01-17,20:05:00,Al-Nahda,Al-Raed,1,0,103,Prince Mohamed bin Fahd Stadium
19,Wednesday,2014-01-24,15:35:00,Al-Shabab,Al-Ettifaq,0,0,973,King Fahad International Stadium
19,Wednesday,2014-01-24,15:40:00,Al-Faisaly,Al-Fateh,2,1,316,King Salman Bin Abdul Aziz Sport City Stadium
19,Wednesday,2014-01-24,15:45:00,Al-Taawon,Al-Shoalah,0,1,2763,King Abdullah Sport City Stadium
19,Wednesday,2014-01-24,20:10:00,Al Ahli SC,Al-Ittihad FC,2,1,31211,King Abdul Aziz Stadium
19,Thursday,2014-01-25,15:45:00,Al-Raed,Al-Hilal,0,1,5309,King Abdullah Sport City Stadium
19,Thursday,2014-01-25,15:50:00,Najran,Al-Nahda,5,1,611,AlAkhdoud Club Stadium
19,Monday,2014-01-25,20:10:00,Al-Nassr,Al Orubah,2,1,10270,King Fahad International Stadium
20,Monday,2014-01-28,20:15:00,Al-Hilal,Al-Taawon,1,0,5670,King Fahad International Stadium
20,Wednesday,2014-01-28,20:15:00,Al-Fateh,Al-Nassr,1,2,10150,Prince Abdullah Bin Jalawi Sport City Stadium
20,Wednesday,2014-01-30,15:40:00,Al-Shoalah,Al Ahli SC,1,1,1116,Al-Shoalah Club Stadium
20,Wednesday,2014-01-30,20:15:00,Najran,Al-Shabab,1,1,986,AlAkhdoud Club Stadium
20,Thursday,2014-01-30,20:15:00,Al-Nahda,Al-Ettifaq,2,0,456,Prince Mohamed bin Fahd Stadium
20,Thursday,2014-01-30,20:15:00,Al Orubah,Al-Raed,0,0,2617,Al Orubah Club Stadium
20,Friday,2014-01-31,20:15:00,Al-Ittihad FC,Al-Faisaly,1,2,3518,King Abdul Aziz Stadium
21,Saturday,2014-02-06,20:20:00,Al-Shabab,Al-Hilal,1,0,12435,King Fahad International Stadium
21,Sunday,2014-02-06,20:20:00,Al-Raed,Al Ahli SC,0,1,431,King Abdullah Sport City Stadium
21,Sunday,2014-02-06,20:20:00,Al Orubah,Najran,1,1,1472,Al Orubah Club Stadium
21,Sunday,2014-02-07,20:20:00,Al-Taawon,Al-Nahda,4,1,375,King Abdullah Sport City Stadium
21,Sunday,2014-02-07,20:20:00,Al-Nassr,Al-Faisaly,4,0,45808,King Fahad International Stadium
